trialnum	subject	session	basicShape	numObjects	speed	initialDirRing0	orderCorrect	trialDurTotal	numTargets	whichIsTargetEachRing0	whichIsTargetEachRing1	whichIsTargetEachRing2	ringToQuery	direction0	direction1	direction2	respAdj0	respAdj1	respAdj2	rev0_0	rev0_1	rev0_2	rev0_3	rev0_4	rev0_5	rev0_6	rev0_7	rev0_8	rev1_0	rev1_1	rev1_2	rev1_3	rev1_4	rev1_5	rev1_6	rev1_7	rev1_8	rev2_0	rev2_1	rev2_2	rev2_3	rev2_4	rev2_5	rev2_6	rev2_7	rev2_8	timingBlips
64	tem	a	circle	4	0.25484375000000625	-1	127	3 	 3.24690870745296 	 2 	 2.0	-999.0	3.0	2	-1	1	-1	-999	-999	0.0	2.4591 	4.3562 	-999	-999	-999	-999	-999	-999	-999	2.1899 	3.6818 	-999	-999	-999	-999	-999	-999	-999	2.8157 	3.5687 	-999	-999	-999	-999	-999	-999	-999	6
65	tem	a	circle	4	0.25484375000000625	1	84	0 	 4.7008068327780315 	 2 	 2.0	2.0	1.0	2	1	-1	-1	-999	-999	1.0	2.4911 	3.9538 	5.7436 	-999	-999	-999	-999	-999	-999	2.303 	3.736 	5.1369 	-999	-999	-999	-999	-999	-999	2.5857 	3.1759 	4.2283 	5.2673 	-999	-999	-999	-999	-999	1
66	tem	a	circle	4	0.15484375000001194	1	90	3 	 3.5624566999178007 	 2 	 2.0	2.0	2.0	2	1	-1	-1	-999	-999	-0.0	2.9392 	3.709 	4.8361 	-999	-999	-999	-999	-999	-999	2.1016 	3.4889 	4.5844 	-999	-999	-999	-999	-999	-999	1.8699 	3.7286 	4.4875 	-999	-999	-999	-999	-999	-999	1
67	tem	a	circle	4	0.15484375000001194	-1	121	3 	 4.242627889363041 	 2 	 2.0	0.0	1.0	2	-1	1	-1	-999	-999	0.0	1.8453 	2.6978 	3.6561 	4.662 	-999	-999	-999	-999	-999	2.1692 	2.7332 	4.2823 	5.8839 	-999	-999	-999	-999	-999	2.3432 	2.91 	3.9016 	4.9013 	-999	-999	-999	-999	-999	2
68	tem	a	circle	4	0.25484374999999204	1	97	3 	 4.439171557470832 	 3 	 3.0	3.0	0.0	1	1	-1	-1	-999	-0.0	-999	3.0267 	3.8725 	5.3685 	-999	-999	-999	-999	-999	-999	3.0208 	3.846 	5.5404 	-999	-999	-999	-999	-999	-999	2.4907 	3.0714 	3.9103 	5.4747 	-999	-999	-999	-999	-999	4
69	tem	a	circle	4	0.15484375000001194	-1	98	3 	 5.117131994846345 	 2 	 1.0	0.0	2.0	2	-1	1	-1	-999	-999	0.0	1.7668 	2.3704 	3.3436 	4.0095 	4.5653 	5.6232 	-999	-999	-999	2.781 	4.7406 	6.5003 	-999	-999	-999	-999	-999	-999	2.0926 	3.9463 	5.0163 	6.4916 	-999	-999	-999	-999	-999	5
70	tem	a	circle	8	0.030000000000001137	1	82	3 	 5.483519902550299 	 3 	 7.0	0.0	6.0	0	1	-1	-1	-0.0	-999	-999	2.1533 	3.1629 	4.4902 	5.9391 	-999	-999	-999	-999	-999	1.9549 	3.34 	4.0995 	5.7873 	-999	-999	-999	-999	-999	2.3671 	3.2596 	4.4186 	5.814 	-999	-999	-999	-999	-999	1
71	tem	a	circle	8	0.1	1	87	3 	 4.352623807882164 	 3 	 7.0	0.0	5.0	1	1	-1	-1	-999	-0.0	-999	2.5498 	3.1353 	4.479 	5.033 	-999	-999	-999	-999	-999	3.1131 	3.6143 	4.659 	-999	-999	-999	-999	-999	-999	2.5597 	3.551 	4.3796 	4.939 	-999	-999	-999	-999	-999	2
72	tem	a	circle	8	0.02	-1	81	3 	 4.6056645918275905 	 2 	 3.0	7.0	0.0	0	-1	1	-1	-0.0	-999	-999	2.2191 	3.0041 	4.8494 	6.2337 	-999	-999	-999	-999	-999	2.8987 	4.1577 	5.0741 	-999	-999	-999	-999	-999	-999	2.8329 	3.6131 	5.3588 	-999	-999	-999	-999	-999	-999	2
73	tem	a	circle	4	0.02	-1	111	3 	 5.253591259604679 	 2 	 3.0	0.0	0.0	2	-1	1	-1	-999	-999	0.0	1.8541 	3.8124 	5.662 	-999	-999	-999	-999	-999	-999	2.9217 	3.6438 	4.8771 	6.8257 	-999	-999	-999	-999	-999	2.3256 	3.9228 	5.2553 	6.3784 	-999	-999	-999	-999	-999	2
74	tem	a	circle	8	0.15484374999999773	1	126	0 	 3.9824323310910845 	 2 	 7.0	1.0	4.0	2	1	-1	-1	-999	-999	-1.0	2.0257 	3.2701 	4.2468 	6.2326 	-999	-999	-999	-999	-999	1.9294 	2.8788 	3.8055 	5.1069 	-999	-999	-999	-999	-999	2.7088 	3.4981 	4.3614 	-999	-999	-999	-999	-999	-999	1
75	tem	a	circle	8	0.10484375000000057	1	112	3 	 4.425528452495951 	 2 	 7.0	3.0	-999.0	1	1	-1	-1	-999	0.0	-999	2.6099 	3.873 	4.7845 	-999	-999	-999	-999	-999	-999	1.9166 	2.4863 	3.6511 	4.6524 	5.7647 	-999	-999	-999	-999	2.3102 	3.8988 	4.9875 	-999	-999	-999	-999	-999	-999	2
76	tem	a	circle	4	0.02	-1	115	3 	 5.287915188928593 	 3 	 1.0	3.0	1.0	2	-1	1	-1	-999	-999	0.0	3.1649 	4.5392 	5.1519 	6.1387 	-999	-999	-999	-999	-999	3.0642 	4.9387 	6.3876 	-999	-999	-999	-999	-999	-999	2.6306 	3.4418 	5.0435 	6.372 	-999	-999	-999	-999	-999	2
77	tem	a	circle	8	0.10484375000000057	-1	95	3 	 4.040342868094367 	 2 	 1.0	3.0	-999.0	0	-1	1	-1	-0.0	-999	-999	2.3764 	3.3548 	4.3631 	-999	-999	-999	-999	-999	-999	2.371 	3.7867 	5.3073 	-999	-999	-999	-999	-999	-999	2.3595 	3.223 	3.888 	4.5248 	-999	-999	-999	-999	-999	14
78	tem	a	circle	8	0.1	1	124	3 	 3.9179873543677157 	 2 	 3.0	1.0	1.0	1	1	-1	-1	-999	0.0	-999	1.9146 	3.7435 	5.2401 	-999	-999	-999	-999	-999	-999	2.9871 	4.5776 	-999	-999	-999	-999	-999	-999	-999	2.1909 	3.3735 	4.4734 	-999	-999	-999	-999	-999	-999	1
79	tem	a	circle	4	0.25484375000000625	1	83	3 	 3.8581780888340362 	 2 	 2.0	3.0	3.0	1	1	-1	-1	-999	0.0	-999	1.9464 	3.0371 	4.5543 	-999	-999	-999	-999	-999	-999	3.0333 	4.0862 	5.2037 	-999	-999	-999	-999	-999	-999	2.8518 	3.4912 	5.4041 	-999	-999	-999	-999	-999	-999	1
80	tem	a	circle	4	0.25484375000000625	-1	96	0 	 4.287102937102043 	 2 	 1.0	2.0	2.0	1	-1	1	-1	-999	-1.0	-999	3.0556 	4.774 	-999	-999	-999	-999	-999	-999	-999	2.5045 	3.9698 	5.3011 	-999	-999	-999	-999	-999	-999	2.8074 	3.8096 	5.1582 	-999	-999	-999	-999	-999	-999	2
81	tem	a	circle	4	0.2048437500000091	-1	125	3 	 5.6648474856038815 	 2 	 0.0	3.0	1.0	1	-1	1	-1	-999	-0.0	-999	3.1618 	5.0302 	6.0669 	-999	-999	-999	-999	-999	-999	1.8039 	2.5479 	3.5448 	4.5761 	5.1887 	5.9416 	6.86 	-999	-999	2.7974 	4.688 	5.8193 	6.3532 	-999	-999	-999	-999	-999	3
82	tem	a	circle	8	0.10484375000000057	1	119	3 	 3.2632637333879497 	 2 	 1.0	4.0	1.0	0	1	-1	-1	-0.0	-999	-999	2.3399 	3.8244 	-999	-999	-999	-999	-999	-999	-999	2.438 	4.1625 	-999	-999	-999	-999	-999	-999	-999	1.7213 	3.0512 	3.8099 	-999	-999	-999	-999	-999	-999	2
83	tem	a	circle	8	0.1	-1	112	0 	 4.090349911526173 	 2 	 3.0	7.0	5.0	2	-1	1	-1	-999	-999	-1.0	2.8844 	4.4495 	-999	-999	-999	-999	-999	-999	-999	2.3462 	3.6298 	5.6288 	-999	-999	-999	-999	-999	-999	2.5045 	3.9437 	4.6079 	-999	-999	-999	-999	-999	-999	2
84	tem	a	circle	8	0.15484374999999773	1	86	3 	 4.30458763076519 	 2 	 5.0	-999.0	2.0	0	1	-1	-1	-0.0	-999	-999	1.7469 	2.5293 	3.4495 	5.3392 	-999	-999	-999	-999	-999	2.247 	2.9213 	4.1308 	5.3717 	-999	-999	-999	-999	-999	1.9892 	2.7227 	4.5405 	5.8518 	-999	-999	-999	-999	-999	3
85	tem	a	circle	4	0.25484374999999204	-1	121	3 	 5.370177575197716 	 3 	 0.0	3.0	2.0	0	-1	1	-1	0.0	-999	-999	1.8201 	2.9476 	4.7437 	6.0724 	-999	-999	-999	-999	-999	1.8492 	3.0752 	4.3143 	6.1358 	-999	-999	-999	-999	-999	2.4739 	4.1493 	5.2925 	6.865 	-999	-999	-999	-999	-999	2
86	tem	a	circle	4	0.02	-1	91	3 	 4.528467035334521 	 3 	 2.0	0.0	1.0	1	-1	1	-1	-999	-0.0	-999	2.5126 	3.3513 	4.6873 	5.9117 	-999	-999	-999	-999	-999	2.8857 	3.669 	4.4948 	6.3315 	-999	-999	-999	-999	-999	1.8301 	2.6953 	3.9383 	5.8124 	-999	-999	-999	-999	-999	2
87	tem	a	circle	8	0.030000000000001137	1	124	3 	 4.011288770040549 	 3 	 4.0	7.0	6.0	1	1	-1	-1	-999	-0.0	-999	2.9831 	3.8773 	5.4039 	-999	-999	-999	-999	-999	-999	2.0695 	3.9521 	5.2343 	-999	-999	-999	-999	-999	-999	2.0143 	3.8968 	5.8131 	-999	-999	-999	-999	-999	-999	1
88	tem	a	circle	4	0.25484374999999204	-1	109	3 	 4.802683734763106 	 3 	 3.0	3.0	2.0	2	-1	1	-1	-999	-999	-0.0	3.1171 	4.3382 	5.6955 	-999	-999	-999	-999	-999	-999	2.5472 	4.0953 	5.795 	-999	-999	-999	-999	-999	-999	2.1904 	3.8094 	5.712 	-999	-999	-999	-999	-999	-999	3
89	tem	a	circle	8	0.030000000000001137	1	92	3 	 4.358589831276241 	 3 	 4.0	6.0	0.0	1	1	-1	-1	-999	-0.0	-999	2.1691 	3.4267 	4.6057 	5.7605 	-999	-999	-999	-999	-999	2.0939 	3.8311 	4.8414 	-999	-999	-999	-999	-999	-999	2.433 	3.2763 	4.7985 	-999	-999	-999	-999	-999	-999	1
90	tem	a	circle	8	0.0799999999999983	-1	106	3 	 5.350225845757677 	 3 	 5.0	5.0	7.0	0	-1	1	-1	-0.0	-999	-999	1.8836 	3.0566 	4.6924 	5.3412 	6.9259 	-999	-999	-999	-999	3.0373 	3.6952 	4.8892 	5.5231 	6.8442 	-999	-999	-999	-999	3.0893 	4.2237 	4.9779 	5.5247 	7.2339 	-999	-999	-999	-999	2
91	tem	a	circle	4	0.2048437500000091	-1	92	0 	 5.490135987784419 	 2 	 2.0	2.0	1.0	2	-1	1	-1	-999	-999	1.0	2.7475 	4.088 	5.9313 	-999	-999	-999	-999	-999	-999	2.9336 	4.1726 	5.0378 	5.6668 	7.0988 	-999	-999	-999	-999	3.1634 	4.6298 	5.6737 	7.2293 	-999	-999	-999	-999	-999	1
92	tem	a	circle	8	0.0799999999999983	-1	109	3 	 3.468745735437097 	 3 	 2.0	2.0	5.0	0	-1	1	-1	-0.0	-999	-999	2.0802 	3.553 	5.2042 	-999	-999	-999	-999	-999	-999	2.9453 	4.4261 	-999	-999	-999	-999	-999	-999	-999	1.8747 	3.3731 	3.9188 	-999	-999	-999	-999	-999	-999	2
93	tem	a	circle	8	0.1	-1	124	3 	 3.5063950307440965 	 3 	 4.0	2.0	7.0	0	-1	1	-1	-0.0	-999	-999	2.1517 	3.6001 	4.351 	-999	-999	-999	-999	-999	-999	2.0167 	3.2404 	5.0236 	-999	-999	-999	-999	-999	-999	1.8925 	2.7239 	3.259 	4.7503 	-999	-999	-999	-999	-999	8
94	tem	a	circle	4	0.15484375000001194	1	81	3 	 3.3693788219948524 	 2 	 3.0	2.0	1.0	2	1	-1	-1	-999	-999	0.0	3.0228 	3.616 	5.3902 	-999	-999	-999	-999	-999	-999	2.3 	3.6691 	4.1787 	-999	-999	-999	-999	-999	-999	2.8633 	4.359 	-999	-999	-999	-999	-999	-999	-999	2
95	tem	a	circle	4	0.1	1	125	3 	 5.595552545206447 	 2 	 0.0	3.0	0.0	1	1	-1	-1	-999	-0.0	-999	2.7015 	3.8495 	5.3828 	6.1058 	-999	-999	-999	-999	-999	2.354 	3.7941 	4.7921 	5.4479 	6.3772 	-999	-999	-999	-999	1.8998 	3.8197 	4.4504 	5.2769 	6.6157 	-999	-999	-999	-999	2
96	tem	a	circle	4	0.15484375000001194	1	117	3 	 4.095968950046959 	 2 	 1.0	2.0	1.0	1	1	-1	-1	-999	0.0	-999	3.157 	4.3349 	5.6637 	-999	-999	-999	-999	-999	-999	2.71 	3.5953 	4.1829 	5.7293 	-999	-999	-999	-999	-999	1.8593 	3.7099 	4.4896 	-999	-999	-999	-999	-999	-999	1
97	tem	a	circle	8	0.0799999999999983	1	105	3 	 5.628417173802422 	 3 	 5.0	3.0	0.0	2	1	-1	-1	-999	-999	0.0	2.5267 	4.2972 	5.4121 	6.4904 	-999	-999	-999	-999	-999	2.5339 	3.6137 	4.5276 	6.1657 	-999	-999	-999	-999	-999	2.0258 	3.7907 	5.4473 	7.275 	-999	-999	-999	-999	-999	1
98	tem	a	circle	4	0.3048437499999892	-1	83	0 	 3.204374941817252 	 3 	 1.0	3.0	2.0	1	-1	1	-1	-999	1.0	-999	2.4738 	3.2977 	3.852 	-999	-999	-999	-999	-999	-999	2.5818 	3.9918 	-999	-999	-999	-999	-999	-999	-999	2.8556 	4.4205 	-999	-999	-999	-999	-999	-999	-999	2
99	tem	a	circle	8	0.15484374999999773	1	116	3 	 5.55253770984075 	 2 	 6.0	1.0	0.0	2	1	-1	-1	-999	-999	-0.0	1.94 	3.5499 	4.8287 	6.2911 	-999	-999	-999	-999	-999	1.7054 	2.3875 	4.2929 	5.4585 	5.9831 	-999	-999	-999	-999	2.4573 	4.0677 	5.0691 	5.6313 	6.7217 	-999	-999	-999	-999	2
100	tem	a	circle	4	0.15484375000001194	1	100	3 	 5.138558384179685 	 2 	 3.0	3.0	0.0	0	1	-1	-1	-0.0	-999	-999	1.9883 	3.1864 	4.3885 	5.4164 	6.9076 	-999	-999	-999	-999	2.2084 	3.2223 	4.6328 	5.4814 	-999	-999	-999	-999	-999	2.986 	4.2295 	5.7934 	-999	-999	-999	-999	-999	-999	1
101	tem	a	circle	8	0.02	1	111	3 	 4.807745021865776 	 3 	 3.0	2.0	3.0	2	1	-1	-1	-999	-999	0.0	2.1324 	4.1025 	5.9348 	-999	-999	-999	-999	-999	-999	2.2093 	3.4446 	4.0385 	5.0933 	5.7788 	-999	-999	-999	-999	2.6632 	3.5224 	4.7022 	5.889 	-999	-999	-999	-999	-999	1
102	tem	a	circle	4	0.02	-1	85	3 	 4.408052923055596 	 2 	 0.0	2.0	3.0	1	-1	1	-1	-999	0.0	-999	2.0179 	2.8864 	4.8647 	-999	-999	-999	-999	-999	-999	1.8599 	3.3733 	5.0674 	-999	-999	-999	-999	-999	-999	1.9733 	3.9433 	4.9856 	-999	-999	-999	-999	-999	-999	1
103	tem	a	circle	8	0.15484374999999773	-1	115	3 	 4.759254722678753 	 2 	 2.0	-999.0	6.0	0	-1	1	-1	0.0	-999	-999	1.7127 	2.5449 	3.8313 	5.0913 	-999	-999	-999	-999	-999	2.789 	3.7027 	5.4301 	-999	-999	-999	-999	-999	-999	2.2496 	3.0876 	4.1698 	5.3442 	-999	-999	-999	-999	-999	11
104	tem	a	circle	8	0.12999999999999545	1	99	3 	 3.6831713455042734 	 3 	 2.0	3.0	1.0	0	1	-1	-1	0.0	-999	-999	3.1082 	3.8499 	4.5888 	-999	-999	-999	-999	-999	-999	2.4465 	3.4595 	5.2215 	-999	-999	-999	-999	-999	-999	2.7903 	4.6668 	-999	-999	-999	-999	-999	-999	-999	2
105	tem	a	circle	4	0.25484374999999204	1	86	3 	 3.792765841889726 	 3 	 2.0	2.0	1.0	2	1	-1	-1	-999	-999	0.0	2.2962 	4.0456 	5.1678 	-999	-999	-999	-999	-999	-999	2.655 	3.4258 	4.6332 	-999	-999	-999	-999	-999	-999	3.1877 	4.4519 	-999	-999	-999	-999	-999	-999	-999	2
106	tem	a	circle	4	0.25484374999999204	1	86	0 	 5.659102527678664 	 3 	 3.0	2.0	3.0	1	1	-1	-1	-999	1.0	-999	2.2956 	2.9266 	4.5825 	5.6782 	7.4578 	-999	-999	-999	-999	2.2806 	3.3457 	4.6353 	6.3435 	-999	-999	-999	-999	-999	2.2282 	3.5817 	4.5916 	5.6449 	7.3727 	-999	-999	-999	-999	1
107	tem	a	circle	8	0.12999999999999545	-1	91	3 	 4.463675475036139 	 3 	 5.0	5.0	2.0	1	-1	1	-1	-999	0.0	-999	2.0208 	3.4317 	5.0443 	-999	-999	-999	-999	-999	-999	3.0522 	4.5355 	6.3717 	-999	-999	-999	-999	-999	-999	1.9521 	3.3511 	4.4751 	6.0898 	-999	-999	-999	-999	-999	2
108	tem	a	circle	8	0.20484374999999488	-1	122	0 	 4.513064808933232 	 2 	 6.0	0.0	0.0	2	-1	1	-1	-999	-999	-2.0	3.1913 	4.3253 	6.3069 	-999	-999	-999	-999	-999	-999	3.1678 	4.9758 	-999	-999	-999	-999	-999	-999	-999	3.1899 	4.0632 	5.9845 	-999	-999	-999	-999	-999	-999	2
109	tem	a	circle	4	0.2048437500000091	1	126	3 	 4.337604856824246 	 2 	 2.0	0.0	1.0	1	1	-1	-1	-999	-0.0	-999	2.6125 	3.9071 	5.1753 	-999	-999	-999	-999	-999	-999	1.7178 	3.071 	4.682 	-999	-999	-999	-999	-999	-999	2.157 	3.6669 	5.6362 	-999	-999	-999	-999	-999	-999	1
110	tem	a	circle	4	0.20484374999999488	-1	83	3 	 5.199900468092672 	 3 	 0.0	1.0	1.0	0	-1	1	-1	-0.0	-999	-999	1.7692 	2.4808 	3.1073 	4.238 	5.5248 	-999	-999	-999	-999	1.7619 	2.6649 	4.4782 	5.7273 	-999	-999	-999	-999	-999	2.6558 	3.6738 	5.3006 	6.9997 	-999	-999	-999	-999	-999	2
111	tem	a	circle	8	0.15484374999999773	-1	85	3 	 5.600285902725574 	 2 	 7.0	7.0	1.0	0	-1	1	-1	0.0	-999	-999	2.7107 	4.4694 	5.7685 	7.5136 	-999	-999	-999	-999	-999	1.9139 	3.0732 	4.1052 	5.6727 	7.0638 	-999	-999	-999	-999	1.9204 	2.7162 	3.6926 	4.1934 	5.2405 	5.7774 	6.6482 	-999	-999	1
112	tem	a	circle	4	0.2048437500000091	-1	97	3 	 4.46001620343516 	 2 	 2.0	3.0	2.0	2	-1	1	-1	-999	-999	0.0	2.0133 	2.6144 	3.8985 	5.4899 	-999	-999	-999	-999	-999	2.1214 	3.8937 	4.4459 	6.0269 	-999	-999	-999	-999	-999	1.7922 	3.5764 	4.3107 	5.4978 	-999	-999	-999	-999	-999	1
113	tem	a	circle	8	0.15484374999999773	-1	82	0 	 5.615271296268057 	 2 	 1.0	5.0	4.0	2	-1	1	-1	-999	-999	1.0	2.2137 	3.4481 	4.7607 	6.2678 	-999	-999	-999	-999	-999	1.8237 	2.4839 	3.5781 	4.6069 	5.2308 	5.7734 	7.0618 	-999	-999	3.0202 	3.7945 	5.6531 	7.434 	-999	-999	-999	-999	-999	1
114	tem	a	circle	8	0.12999999999999545	-1	95	0 	 5.53693022931565 	 3 	 6.0	2.0	3.0	0	-1	1	-1	-1.0	-999	-999	2.0168 	2.722 	4.5518 	5.0871 	6.975 	-999	-999	-999	-999	2.783 	3.7233 	5.2032 	6.1804 	-999	-999	-999	-999	-999	2.908 	4.165 	6.148 	-999	-999	-999	-999	-999	-999	2
115	tem	a	circle	4	0.20484374999999488	1	95	3 	 5.1789429585575535 	 3 	 1.0	3.0	1.0	1	1	-1	-1	-999	-0.0	-999	2.5568 	3.5296 	4.6509 	6.291 	-999	-999	-999	-999	-999	2.0489 	3.7465 	5.5165 	-999	-999	-999	-999	-999	-999	2.3893 	3.1459 	3.7934 	5.5173 	-999	-999	-999	-999	-999	1
116	tem	a	circle	4	0.20484374999999488	1	91	3 	 5.4376951871340165 	 3 	 3.0	0.0	3.0	1	1	-1	-1	-999	-0.0	-999	2.2948 	3.6952 	5.0561 	6.883 	-999	-999	-999	-999	-999	1.7563 	3.6506 	4.1905 	5.013 	6.8818 	-999	-999	-999	-999	2.3887 	4.3233 	5.6074 	6.9416 	-999	-999	-999	-999	-999	2
117	tem	a	circle	8	0.1	1	126	0 	 5.302740038918847 	 2 	 3.0	5.0	7.0	1	1	-1	-1	-999	2.0	-999	2.5883 	4.2262 	5.7976 	-999	-999	-999	-999	-999	-999	2.3897 	3.2387 	4.8937 	6.7 	-999	-999	-999	-999	-999	2.4349 	3.5224 	4.0833 	5.9376 	-999	-999	-999	-999	-999	1
118	tem	a	circle	8	0.10484375000000057	1	121	3 	 4.018314649792088 	 2 	 3.0	5.0	0.0	0	1	-1	-1	-0.0	-999	-999	2.0173 	2.7327 	4.033 	5.2679 	-999	-999	-999	-999	-999	1.7482 	3.6955 	5.3703 	-999	-999	-999	-999	-999	-999	1.8787 	3.8361 	4.973 	-999	-999	-999	-999	-999	-999	3
119	tem	a	circle	4	0.1	1	103	3 	 5.501031540598946 	 3 	 0.0	3.0	2.0	2	1	-1	-1	-999	-999	-0.0	2.0792 	2.7879 	4.2023 	4.9196 	5.9188 	-999	-999	-999	-999	3.013 	4.6844 	6.542 	-999	-999	-999	-999	-999	-999	1.9259 	2.9609 	4.3677 	5.1574 	7.0735 	-999	-999	-999	-999	1
