TrialNumber	basicShape	numObjectsInRing	speed	initialDirRing0	numTargets	whichIsTargetEachRing	ringToQuery	ran	order	speedThisTrial	orderCorrect	correctForFeedback
25	circle	4	staircase	-1	2	[2. 3. 2.]	2	1.0	24.0	0.8957031249999972	3.0	1.0
26	circle	4	staircase	1	2	[3. 0. 2.]	0	1.0	25.0	0.8957031249999972	3.0	1.0
27	circle	8	staircase	1	2	[5. 2. 6.]	1	1.0	26.0	0.29570312500000284	3.0	1.0
28	circle	4	staircase	1	3	[0. 1. 0.]	1	1.0	27.0	0.595703125	3.0	1.0
29	circle	4	[0.02, 0.1]	-1	2	[3. 1. 3.]	1	1.0	28.0	0.02	3.0	1.0
30	circle	4	[0.02, 0.1]	1	2	[3. 1. 3.]	0	1.0	29.0	0.02	3.0	1.0
31	circle	8	staircase	1	3	[5. 0. 1.]	1	1.0	30.0	0.030000000000001137	3.0	1.0
32	circle	4	staircase	-1	3	[2. 1. 1.]	0	1.0	31.0	0.595703125	3.0	1.0
33	circle	4	[0.02, 0.1]	1	3	[1. 1. 1.]	2	1.0	32.0	0.02	3.0	1.0
34	circle	4	staircase	1	3	[2. 1. 1.]	0	1.0	33.0	0.7957031250000028	3.0	1.0
35	circle	8	staircase	1	2	[0. 0. 2.]	2	1.0	34.0	0.29570312500000284	3.0	1.0
36	circle	4	staircase	1	2	[2. 3. 2.]	1	1.0	35.0	0.8957031249999972	0.0	0.0
37	circle	4	staircase	-1	2	[2. 3. 2.]	2	1.0	36.0	0.595703125	3.0	1.0
38	circle	8	staircase	-1	2	[0. 0. 2.]	1	1.0	37.0	0.4957031250000057	3.0	1.0
39	circle	4	staircase	1	3	[0. 1. 0.]	1	1.0	38.0	0.7957031250000028	3.0	1.0
40	circle	8	staircase	1	2	[0. 2. 6.]	0	1.0	39.0	0.4957031250000057	3.0	1.0
41	circle	8	staircase	-1	3	[7. 6. 7.]	2	1.0	40.0	0.030000000000001137	3.0	1.0
42	circle	8	staircase	-1	2	[5. 2. 6.]	2	1.0	41.0	0.4957031250000057	3.0	1.0
43	circle	8	staircase	1	2	[5. 2. 6.]	1	1.0	42.0	0.6957031250000085	3.0	1.0
44	circle	8	staircase	-1	3	[5. 0. 0.]	2	1.0	43.0	0.030000000000001137	3.0	1.0
45	circle	8	staircase	-1	3	[5. 0. 1.]	1	1.0	44.0	0.23000000000000398	3.0	1.0
46	circle	8	[0.02, 0.1]	-1	2	[2. 4. 0.]	2	1.0	45.0	0.02	3.0	1.0
47	circle	8	staircase	-1	2	[0. 2. 6.]	2	1.0	46.0	0.6957031250000085	3.0	1.0
48	circle	8	[0.02, 0.1]	1	2	[2. 4. 0.]	2	1.0	47.0	0.1	3.0	1.0
49	circle	4	staircase	-1	3	[2. 1. 1.]	0	1.0	48.0	0.7957031250000028	3.0	1.0
50	circle	4	staircase	-1	2	[1. 0. 2.]	1	1.0	49.0	0.595703125	3.0	1.0
51	circle	8	[0.02, 0.1]	1	3	[2. 3. 6.]	2	1.0	50.0	0.1	3.0	1.0
52	circle	4	staircase	1	2	[1. 0. 2.]	2	1.0	51.0	0.595703125	3.0	1.0
53	circle	8	staircase	1	3	[5. 0. 0.]	2	1.0	52.0	0.23000000000000398	0.0	0.0
54	circle	4	[0.02, 0.1]	-1	2	[3. 1. 3.]	1	1.0	53.0	0.02	3.0	1.0
55	circle	8	[0.02, 0.1]	-1	3	[2. 3. 6.]	1	1.0	54.0	0.02	3.0	1.0
56	circle	4	staircase	-1	3	[1. 2. 0.]	1	1.0	55.0	0.9957031250000057	3.0	1.0
57	circle	4	staircase	1	2	[3. 0. 2.]	0	1.0	56.0	0.7957031250000028	3.0	1.0
58	circle	4	[0.02, 0.1]	1	2	[3. 1. 3.]	0	1.0	57.0	0.02	3.0	1.0
59	circle	4	staircase	1	3	[1. 2. 0.]	1	1.0	58.0	0.9957031250000057	0.0	0.0
60	circle	4	staircase	-1	3	[0. 1. 0.]	1	1.0	59.0	0.8957031250000114	0.0	0.0
61	circle	4	staircase	-1	2	[3. 0. 2.]	2	1.0	60.0	0.7957031250000028	3.0	1.0
62	circle	4	[0.02, 0.1]	-1	3	[1. 1. 1.]	0	1.0	61.0	0.1	3.0	1.0
63	circle	8	staircase	1	3	[5. 0. 1.]	1	1.0	62.0	0.13000000000000966	3.0	1.0
64	circle	8	staircase	1	3	[7. 6. 7.]	0	1.0	63.0	0.13000000000000966	3.0	1.0
