trialnum	subject	session	basicShape	numObjects	speed	initialDirRing0	orderCorrect	trialDurTotal	numTargets	whichIsTargetEachRing0	whichIsTargetEachRing1	whichIsTargetEachRing2	ringToQuery	direction0	direction1	direction2	respAdj0	respAdj1	respAdj2	rev0_0	rev0_1	rev0_2	rev0_3	rev0_4	rev0_5	rev0_6	rev0_7	rev0_8	rev1_0	rev1_1	rev1_2	rev1_3	rev1_4	rev1_5	rev1_6	rev1_7	rev1_8	rev2_0	rev2_1	rev2_2	rev2_3	rev2_4	rev2_5	rev2_6	rev2_7	rev2_8	timingBlips
71	Y482	2	circle	8	0.1	1	3 	 5.260423996063482 	 2 	 4.0	4.0	4.0	2	1	-1	-1	-999	-999	-0.0	3.1396 	4.0967 	5.744 	-999	-999	-999	-999	-999	-999	2.1597 	3.2751 	3.9807 	5.4253 	7.2621 	-999	-999	-999	-999	3.0406 	4.6729 	6.508 	-999	-999	-999	-999	-999	-999	4
72	Y482	2	circle	4	0.6914062500000142	1	3 	 3.5068192205185618 	 3 	 1.0	2.0	2.0	0	1	-1	-1	-0.0	-999	-999	3.1464 	4.7523 	-999	-999	-999	-999	-999	-999	-999	2.5407 	3.6198 	5.0124 	-999	-999	-999	-999	-999	-999	1.7131 	2.8946 	4.1639 	-999	-999	-999	-999	-999	-999	1
73	Y482	2	circle	8	0.02	-1	3 	 3.435677781094518 	 3 	 5.0	5.0	1.0	0	-1	1	-1	-0.0	-999	-999	2.9472 	3.4756 	4.391 	-999	-999	-999	-999	-999	-999	2.8489 	4.7685 	-999	-999	-999	-999	-999	-999	-999	3.0863 	4.6744 	-999	-999	-999	-999	-999	-999	-999	3
74	Y482	2	circle	8	0.3414062500000199	-1	3 	 5.3926919877435715 	 3 	 2.0	7.0	5.0	0	-1	1	-1	-0.0	-999	-999	2.3431 	4.2352 	5.9332 	-999	-999	-999	-999	-999	-999	2.7623 	3.8049 	5.1964 	6.5423 	-999	-999	-999	-999	-999	3.0561 	4.9849 	6.2101 	-999	-999	-999	-999	-999	-999	7
75	Y482	2	circle	4	0.2914062500000085	1	3 	 4.954779449867002 	 2 	 0.0	2.0	1.0	1	1	-1	-1	-999	-0.0	-999	2.9132 	3.4851 	4.304 	5.0252 	6.4941 	-999	-999	-999	-999	1.8188 	2.9524 	3.5128 	5.0349 	6.9689 	-999	-999	-999	-999	3.0943 	3.8022 	4.9525 	5.9112 	-999	-999	-999	-999	-999	2
76	Y482	2	circle	8	0.3414062500000199	1	3 	 4.150003787766968 	 3 	 3.0	0.0	2.0	1	1	-1	-1	-999	-0.0	-999	1.8695 	2.4471 	3.5524 	5.1478 	-999	-999	-999	-999	-999	2.1785 	3.0727 	4.985 	-999	-999	-999	-999	-999	-999	2.415 	3.0073 	4.092 	5.6327 	-999	-999	-999	-999	-999	2
77	Y482	2	circle	8	0.3414062500000199	-1	3 	 3.4207012416675755 	 3 	 5.0	3.0	1.0	1	-1	1	-1	-999	-0.0	-999	3.1948 	4.4137 	-999	-999	-999	-999	-999	-999	-999	2.1856 	3.9623 	-999	-999	-999	-999	-999	-999	-999	1.8691 	2.849 	3.5191 	5.2151 	-999	-999	-999	-999	-999	1
78	Y482	2	circle	4	0.1	1	3 	 5.169015587534696 	 3 	 0.0	2.0	0.0	0	1	-1	-1	-0.0	-999	-999	2.4305 	4.1198 	4.8912 	6.2046 	-999	-999	-999	-999	-999	2.3961 	3.5518 	4.9155 	6.3732 	-999	-999	-999	-999	-999	2.4387 	3.6909 	5.3607 	7.0693 	-999	-999	-999	-999	-999	4
79	Y482	2	circle	8	0.39140625000001705	-1	3 	 3.5979428067187493 	 3 	 3.0	6.0	2.0	0	-1	1	-1	0.0	-999	-999	2.9709 	4.2654 	-999	-999	-999	-999	-999	-999	-999	2.0051 	3.2515 	4.5352 	-999	-999	-999	-999	-999	-999	1.7552 	3.6352 	5.4939 	-999	-999	-999	-999	-999	-999	2
80	Y482	2	circle	4	0.6914062500000142	-1	3 	 4.59413747789721 	 3 	 0.0	3.0	0.0	0	-1	1	-1	-0.0	-999	-999	2.2508 	3.947 	5.7815 	-999	-999	-999	-999	-999	-999	2.2655 	3.7733 	4.8391 	6.2509 	-999	-999	-999	-999	-999	3.1017 	4.6987 	5.9161 	-999	-999	-999	-999	-999	-999	3
81	Y482	2	circle	8	0.1	1	3 	 5.478166669875513 	 3 	 4.0	2.0	7.0	0	1	-1	-1	-0.0	-999	-999	2.9337 	3.9486 	5.422 	7.4179 	-999	-999	-999	-999	-999	2.5701 	3.9437 	5.8953 	-999	-999	-999	-999	-999	-999	2.1073 	3.5579 	4.4623 	6.3478 	-999	-999	-999	-999	-999	1
82	Y482	2	circle	4	0.7414062500000114	-1	0 	 4.751322892593022 	 3 	 2.0	3.0	2.0	0	-1	1	-1	1.0	-999	-999	2.9692 	4.5741 	5.3574 	-999	-999	-999	-999	-999	-999	2.86 	4.7615 	6.7201 	-999	-999	-999	-999	-999	-999	2.9512 	4.1578 	5.8024 	-999	-999	-999	-999	-999	-999	5
