trialnum	subject	session	basicShape	numObjects	speed	initialDirRing0	orderCorrect	trialDurTotal	numTargets	whichIsTargetEachRing0	whichIsTargetEachRing1	whichIsTargetEachRing2	ringToQuery	direction0	direction1	direction2	respAdj0	respAdj1	respAdj2	rev0_0	rev0_1	rev0_2	rev0_3	rev0_4	rev0_5	rev0_6	rev0_7	rev0_8	rev1_0	rev1_1	rev1_2	rev1_3	rev1_4	rev1_5	rev1_6	rev1_7	rev1_8	rev2_0	rev2_1	rev2_2	rev2_3	rev2_4	rev2_5	rev2_6	rev2_7	rev2_8	timingBlips
83	Y482	2	circle	8	0.39140625000001705	-1	3 	 4.676227616917188 	 3 	 0.0	7.0	2.0	0	-1	1	-1	0.0	-999	-999	2.1159 	3.4165 	4.064 	5.9591 	-999	-999	-999	-999	-999	1.7443 	3.5016 	5.0215 	-999	-999	-999	-999	-999	-999	2.3366 	3.83 	5.4814 	-999	-999	-999	-999	-999	-999	1
84	Y482	2	circle	8	0.39140625000001705	1	0 	 3.773005034949164 	 3 	 7.0	6.0	4.0	0	1	-1	-1	1.0	-999	-999	2.1043 	3.3434 	4.522 	-999	-999	-999	-999	-999	-999	2.8023 	4.495 	-999	-999	-999	-999	-999	-999	-999	3.003 	3.5171 	4.2871 	-999	-999	-999	-999	-999	-999	3
85	Y482	2	circle	4	0.6914062500000142	1	3 	 4.539543110614842 	 3 	 0.0	0.0	1.0	1	1	-1	-1	-999	-0.0	-999	3.0422 	4.3784 	5.5339 	-999	-999	-999	-999	-999	-999	2.4369 	3.6985 	5.5523 	-999	-999	-999	-999	-999	-999	2.8444 	3.7973 	5.5832 	-999	-999	-999	-999	-999	-999	3
86	Y482	2	circle	4	0.49140625000001137	-1	3 	 4.534304513879953 	 2 	 2.0	0.0	1.0	1	-1	1	-1	-999	0.0	-999	2.8448 	4.4107 	5.5358 	-999	-999	-999	-999	-999	-999	3.082 	4.1546 	5.4163 	-999	-999	-999	-999	-999	-999	1.8887 	3.6539 	5.2056 	-999	-999	-999	-999	-999	-999	2
87	Y482	2	circle	8	0.19140625000002842	1	3 	 5.024636123494842 	 2 	 5.0	1.0	4.0	0	1	-1	-1	-0.0	-999	-999	1.8291 	2.7065 	4.3391 	5.5713 	-999	-999	-999	-999	-999	2.1451 	3.2452 	3.9994 	4.9014 	6.5234 	-999	-999	-999	-999	1.9718 	2.9784 	3.75 	5.3225 	5.8466 	-999	-999	-999	-999	1
88	Y482	2	circle	4	0.49140625000001137	1	3 	 4.595632464448475 	 2 	 3.0	0.0	1.0	0	1	-1	-1	0.0	-999	-999	2.594 	3.6963 	4.905 	-999	-999	-999	-999	-999	-999	2.8643 	3.4374 	5.3332 	-999	-999	-999	-999	-999	-999	2.6475 	3.6915 	5.6207 	-999	-999	-999	-999	-999	-999	2
89	Y482	2	circle	4	0.6914062500000142	1	3 	 3.2136387305749015 	 3 	 1.0	2.0	2.0	1	1	-1	-1	-999	-0.0	-999	2.5647 	4.2433 	-999	-999	-999	-999	-999	-999	-999	2.096 	3.2929 	4.573 	-999	-999	-999	-999	-999	-999	2.2296 	3.4385 	4.9952 	-999	-999	-999	-999	-999	-999	1
90	Y482	2	circle	4	0.6914062500000142	1	3 	 5.299666219928528 	 3 	 1.0	0.0	2.0	0	1	-1	-1	-0.0	-999	-999	2.257 	3.395 	4.9842 	6.5787 	-999	-999	-999	-999	-999	3.1536 	3.8212 	4.5879 	6.3738 	-999	-999	-999	-999	-999	2.0729 	2.8355 	3.9136 	5.9058 	-999	-999	-999	-999	-999	1
91	Y482	2	circle	8	0.3414062500000199	-1	3 	 3.549712016063745 	 3 	 0.0	1.0	2.0	0	-1	1	-1	0.0	-999	-999	2.7859 	4.3179 	-999	-999	-999	-999	-999	-999	-999	3.005 	3.8859 	-999	-999	-999	-999	-999	-999	-999	2.3334 	3.3922 	4.8744 	-999	-999	-999	-999	-999	-999	5
92	Y482	2	circle	8	0.3414062500000199	-1	0 	 4.9097414923867975 	 3 	 0.0	4.0	2.0	0	-1	1	-1	-1.0	-999	-999	2.2492 	3.9392 	5.5562 	-999	-999	-999	-999	-999	-999	2.0084 	2.8861 	4.7123 	5.9927 	-999	-999	-999	-999	-999	1.7679 	3.4526 	4.8692 	6.5764 	-999	-999	-999	-999	-999	13
93	Y482	2	circle	4	0.1	1	3 	 5.410486696450183 	 2 	 3.0	2.0	1.0	0	1	-1	-1	-0.0	-999	-999	2.3194 	3.2266 	4.2486 	5.6287 	6.6344 	-999	-999	-999	-999	3.1073 	3.8252 	5.1298 	6.1418 	-999	-999	-999	-999	-999	1.7076 	3.5086 	5.4348 	6.5566 	-999	-999	-999	-999	-999	2
94	Y482	2	circle	4	0.02	-1	3 	 4.515964314620807 	 3 	 0.0	0.0	2.0	2	-1	1	-1	-999	-999	0.0	1.9286 	3.1292 	4.5389 	5.978 	-999	-999	-999	-999	-999	2.4085 	4.3895 	5.3134 	-999	-999	-999	-999	-999	-999	1.7471 	2.3513 	4.0225 	4.7195 	5.8483 	-999	-999	-999	-999	7
95	Y482	2	circle	8	0.29140625000002274	-1	3 	 4.535375929143076 	 3 	 2.0	1.0	5.0	0	-1	1	-1	0.0	-999	-999	3.0084 	4.7516 	6.0757 	-999	-999	-999	-999	-999	-999	2.4402 	3.4586 	5.1087 	-999	-999	-999	-999	-999	-999	1.8922 	2.9446 	4.3623 	5.1153 	-999	-999	-999	-999	-999	3
96	Y482	2	circle	8	0.29140625000002274	-1	3 	 4.19457012709338 	 2 	 5.0	6.0	5.0	2	-1	1	-1	-999	-999	-0.0	1.9743 	3.7806 	5.2095 	-999	-999	-999	-999	-999	-999	2.467 	4.1739 	4.7785 	-999	-999	-999	-999	-999	-999	1.8944 	2.6044 	3.1892 	3.8638 	5.2486 	-999	-999	-999	-999	2
97	Y482	2	circle	8	0.29140625000002274	1	3 	 4.896379749967373 	 2 	 5.0	3.0	2.0	1	1	-1	-1	-999	-0.0	-999	2.2957 	3.1015 	3.7884 	5.5979 	-999	-999	-999	-999	-999	1.776 	3.3364 	4.068 	4.9909 	6.6939 	-999	-999	-999	-999	1.9684 	3.1423 	4.1814 	4.9884 	6.396 	-999	-999	-999	-999	3
98	Y482	2	circle	4	0.49140625000001137	-1	0 	 4.230237904357459 	 2 	 0.0	3.0	1.0	2	-1	1	-1	-999	-999	-1.0	2.379 	3.7703 	4.8323 	-999	-999	-999	-999	-999	-999	2.1885 	3.042 	4.3232 	4.9798 	-999	-999	-999	-999	-999	3.1766 	4.6497 	-999	-999	-999	-999	-999	-999	-999	7
99	Y482	2	circle	8	0.02	1	3 	 4.570077694922974 	 2 	 3.0	4.0	4.0	0	1	-1	-1	0.0	-999	-999	3.0706 	4.0283 	4.7842 	5.5434 	-999	-999	-999	-999	-999	2.0213 	3.6823 	4.6142 	6.2547 	-999	-999	-999	-999	-999	1.728 	2.9925 	3.5742 	5.1751 	-999	-999	-999	-999	-999	7
100	Y482	2	circle	8	0.29140625000002274	1	3 	 4.332045583741461 	 2 	 7.0	6.0	0.0	2	1	-1	-1	-999	-999	-0.0	3.081 	4.8056 	-999	-999	-999	-999	-999	-999	-999	2.3511 	3.0389 	4.0491 	5.4797 	-999	-999	-999	-999	-999	2.6638 	3.6384 	4.7145 	-999	-999	-999	-999	-999	-999	1
101	Y482	2	circle	4	0.7414062500000114	-1	3 	 5.421911667305955 	 3 	 3.0	3.0	2.0	1	-1	1	-1	-999	0.0	-999	3.049 	4.7516 	6.1515 	-999	-999	-999	-999	-999	-999	3.0198 	4.0247 	5.7305 	-999	-999	-999	-999	-999	-999	2.2206 	2.9809 	4.6286 	6.5486 	-999	-999	-999	-999	-999	1
102	Y482	2	circle	4	0.39140625000001705	-1	0 	 5.054316264111305 	 2 	 2.0	0.0	3.0	2	-1	1	-1	-999	-999	-1.0	2.0173 	2.5623 	3.1944 	4.1548 	5.0953 	6.1088 	-999	-999	-999	2.8171 	4.6026 	5.7277 	-999	-999	-999	-999	-999	-999	3.155 	4.6757 	6.0497 	-999	-999	-999	-999	-999	-999	3
103	Y482	2	circle	4	0.29140625000002274	-1	3 	 5.181773884086284 	 2 	 0.0	1.0	0.0	2	-1	1	-1	-999	-999	-0.0	2.314 	3.1527 	4.176 	5.4029 	6.3898 	-999	-999	-999	-999	2.8515 	4.2335 	5.7494 	-999	-999	-999	-999	-999	-999	2.9743 	4.1227 	6.0977 	-999	-999	-999	-999	-999	-999	1
104	Y482	2	circle	4	0.1	-1	3 	 5.5059758594205395 	 2 	 0.0	2.0	3.0	2	-1	1	-1	-999	-999	-0.0	2.3187 	4.214 	5.196 	6.894 	-999	-999	-999	-999	-999	1.7635 	2.3079 	3.7178 	5.4719 	7.004 	-999	-999	-999	-999	3.193 	4.3003 	6.1555 	-999	-999	-999	-999	-999	-999	1
105	Y482	2	circle	8	0.29140625000002274	1	0 	 5.4804124145165 	 3 	 3.0	0.0	6.0	2	1	-1	-1	-999	-999	-1.0	2.245 	3.0283 	3.8651 	5.6512 	7.5695 	-999	-999	-999	-999	3.0051 	4.1795 	5.5752 	7.4631 	-999	-999	-999	-999	-999	1.8744 	2.9765 	4.2319 	5.2019 	7.0143 	-999	-999	-999	-999	1
106	Y482	2	circle	8	0.39140625000001705	1	3 	 4.090204204938807 	 2 	 4.0	6.0	3.0	0	1	-1	-1	0.0	-999	-999	3.0882 	3.6327 	5.2791 	-999	-999	-999	-999	-999	-999	3.1753 	3.7572 	4.7366 	-999	-999	-999	-999	-999	-999	2.2929 	3.198 	3.9788 	4.5204 	-999	-999	-999	-999	-999	1
107	Y482	2	circle	4	0.29140625000002274	1	3 	 4.926471733266822 	 2 	 0.0	2.0	0.0	2	1	-1	-1	-999	-999	-0.0	2.7701 	4.1682 	5.7779 	-999	-999	-999	-999	-999	-999	3.136 	4.9175 	5.7701 	-999	-999	-999	-999	-999	-999	2.831 	4.7872 	6.6791 	-999	-999	-999	-999	-999	-999	4
108	Y482	2	circle	4	0.7414062500000114	1	0 	 5.641671897117342 	 3 	 0.0	1.0	2.0	0	1	-1	-1	-2.0	-999	-999	2.9439 	4.0237 	4.7796 	6.3841 	-999	-999	-999	-999	-999	3.0885 	4.9913 	5.7035 	7.2061 	-999	-999	-999	-999	-999	3.1306 	4.528 	5.3868 	6.6921 	-999	-999	-999	-999	-999	1
109	Y482	2	circle	8	0.24140625000002558	1	3 	 5.383523559843327 	 3 	 3.0	7.0	2.0	2	1	-1	-1	-999	-999	-0.0	2.073 	2.7273 	3.2499 	4.4205 	6.1354 	-999	-999	-999	-999	2.8696 	4.0759 	4.9616 	6.8393 	-999	-999	-999	-999	-999	2.8105 	4.1963 	6.0499 	-999	-999	-999	-999	-999	-999	2
110	Y482	2	circle	4	0.1	1	3 	 4.069469949906816 	 3 	 1.0	2.0	3.0	1	1	-1	-1	-999	0.0	-999	3.0478 	4.4019 	-999	-999	-999	-999	-999	-999	-999	3.0836 	4.6926 	-999	-999	-999	-999	-999	-999	-999	2.1763 	3.6157 	4.3095 	5.5211 	-999	-999	-999	-999	-999	2
111	Y482	2	circle	8	0.39140625000001705	-1	0 	 4.23457161543831 	 2 	 6.0	6.0	3.0	2	-1	1	-1	-999	-999	1.0	2.1087 	4.0424 	4.7705 	-999	-999	-999	-999	-999	-999	1.7921 	3.058 	4.6487 	-999	-999	-999	-999	-999	-999	1.7735 	3.2101 	3.9199 	5.4057 	-999	-999	-999	-999	-999	2
112	Y482	2	circle	4	0.29140625000002274	1	3 	 3.778334256514018 	 2 	 1.0	0.0	1.0	1	1	-1	-1	-999	0.0	-999	3.1789 	4.6718 	-999	-999	-999	-999	-999	-999	-999	2.6116 	4.591 	-999	-999	-999	-999	-999	-999	-999	2.8507 	4.008 	4.7635 	-999	-999	-999	-999	-999	-999	5
113	Y482	2	circle	8	0.1	-1	3 	 4.37711910324003 	 3 	 4.0	3.0	6.0	2	-1	1	-1	-999	-999	0.0	2.5445 	4.266 	4.8761 	-999	-999	-999	-999	-999	-999	2.5275 	3.2432 	4.7313 	-999	-999	-999	-999	-999	-999	3.0316 	4.8924 	-999	-999	-999	-999	-999	-999	-999	3
114	Y482	2	circle	8	0.3414062500000199	-1	3 	 5.364126921481333 	 2 	 5.0	7.0	4.0	1	-1	1	-1	-999	0.0	-999	1.9113 	2.6861 	4.5035 	5.2439 	6.7531 	-999	-999	-999	-999	2.2229 	3.237 	4.6909 	5.4216 	7.3997 	-999	-999	-999	-999	3.0877 	4.8755 	6.5254 	-999	-999	-999	-999	-999	-999	2
115	Y482	2	circle	8	0.24140625000002558	1	3 	 3.36607013476314 	 3 	 2.0	1.0	4.0	2	1	-1	-1	-999	-999	-0.0	2.907 	4.0883 	-999	-999	-999	-999	-999	-999	-999	2.4222 	3.0571 	3.8946 	-999	-999	-999	-999	-999	-999	2.1617 	3.3479 	5.2854 	-999	-999	-999	-999	-999	-999	1
116	Y482	2	circle	4	0.6914062500000142	-1	3 	 3.6119496880675586 	 3 	 1.0	3.0	3.0	1	-1	1	-1	-999	-0.0	-999	2.8266 	3.8793 	5.8678 	-999	-999	-999	-999	-999	-999	3.1707 	4.1049 	-999	-999	-999	-999	-999	-999	-999	2.2412 	2.8197 	4.3314 	-999	-999	-999	-999	-999	-999	7
117	Y482	2	circle	8	0.02	-1	3 	 3.933176500567372 	 2 	 3.0	7.0	3.0	1	-1	1	-1	-999	0.0	-999	2.9625 	3.7754 	4.8171 	-999	-999	-999	-999	-999	-999	2.084 	2.7465 	4.3372 	-999	-999	-999	-999	-999	-999	1.7383 	3.3815 	5.0855 	-999	-999	-999	-999	-999	-999	11
118	Y482	2	circle	4	0.39140625000001705	1	3 	 4.914234645858789 	 2 	 3.0	3.0	1.0	0	1	-1	-1	0.0	-999	-999	3.0166 	4.6709 	6.1227 	-999	-999	-999	-999	-999	-999	2.5822 	4.4028 	5.7556 	-999	-999	-999	-999	-999	-999	2.0336 	2.5916 	3.2626 	3.9969 	5.3156 	-999	-999	-999	-999	5
119	Y482	2	circle	8	0.3414062500000199	-1	3 	 4.4263719157856904 	 2 	 4.0	0.0	2.0	0	-1	1	-1	0.0	-999	-999	1.7822 	2.3104 	3.9412 	4.894 	-999	-999	-999	-999	-999	3.0294 	4.2851 	5.784 	-999	-999	-999	-999	-999	-999	2.9144 	4.5449 	5.7552 	-999	-999	-999	-999	-999	-999	8
