trialnum	subject	session	basicShape	numObjects	speed	initialDirRing0	orderCorrect	trialDurTotal	numTargets	whichIsTargetEachRing0	whichIsTargetEachRing1	whichIsTargetEachRing2	ringToQuery	direction0	direction1	direction2	respAdj0	respAdj1	respAdj2	rev0_0	rev0_1	rev0_2	rev0_3	rev0_4	rev0_5	rev0_6	rev0_7	rev0_8	rev1_0	rev1_1	rev1_2	rev1_3	rev1_4	rev1_5	rev1_6	rev1_7	rev1_8	rev2_0	rev2_1	rev2_2	rev2_3	rev2_4	rev2_5	rev2_6	rev2_7	rev2_8	timingBlips
10	Y483	3	circle	4	0.02	1	3 	 4.500712614585193 	 3 	 1.0	2.0	2.0	2	1	-1	-1	-999	-999	-0.0	1.7449 	3.2879 	3.8131 	5.4117 	-999	-999	-999	-999	-999	2.3662 	3.547 	5.0455 	-999	-999	-999	-999	-999	-999	2.8015 	4.4272 	5.8348 	-999	-999	-999	-999	-999	-999	2
11	Y483	3	circle	4	0.7435546874999943	1	3 	 4.228313757276167 	 3 	 1.0	0.0	1.0	0	1	-1	-1	-0.0	-999	-999	2.9726 	4.5248 	6.5201 	-999	-999	-999	-999	-999	-999	2.9751 	3.904 	5.6139 	-999	-999	-999	-999	-999	-999	2.0305 	2.6636 	4.3602 	5.7393 	-999	-999	-999	-999	-999	6
12	Y483	3	circle	4	1.0435546874999915	-1	3 	 4.026428940217048 	 3 	 3.0	1.0	3.0	0	-1	1	-1	-0.0	-999	-999	3.0256 	4.0523 	5.8418 	-999	-999	-999	-999	-999	-999	2.265 	4.2389 	4.9951 	-999	-999	-999	-999	-999	-999	1.8267 	3.4353 	4.2104 	5.132 	-999	-999	-999	-999	-999	1
13	Y483	3	circle	4	1.0435546874999915	-1	3 	 3.8395031477952815 	 2 	 2.0	-999.0	1.0	0	-1	1	-1	-0.0	-999	-999	2.3076 	3.1408 	4.4543 	-999	-999	-999	-999	-999	-999	2.9949 	4.4562 	-999	-999	-999	-999	-999	-999	-999	1.8406 	2.4258 	4.2536 	-999	-999	-999	-999	-999	-999	12
14	Y483	3	circle	8	0.44355468749999716	-1	3 	 5.389339463987268 	 3 	 1.0	0.0	1.0	2	-1	1	-1	-999	-999	0.0	1.7207 	2.3292 	3.7167 	4.6418 	6.192 	-999	-999	-999	-999	2.9602 	4.7395 	5.6879 	6.8359 	-999	-999	-999	-999	-999	2.8392 	3.8073 	5.0119 	6.8956 	-999	-999	-999	-999	-999	1
15	Y483	3	circle	4	0.02	-1	3 	 4.757866015797153 	 2 	 0.0	2.0	-999.0	1	-1	1	-1	-999	0.0	-999	2.2534 	3.7151 	5.462 	-999	-999	-999	-999	-999	-999	2.3726 	4.287 	5.3687 	-999	-999	-999	-999	-999	-999	2.7511 	4.1211 	5.6245 	-999	-999	-999	-999	-999	-999	5
16	Y483	3	circle	4	1.3435546874999886	1	3 	 3.3849063026884116 	 2 	 -999.0	3.0	0.0	2	1	-1	-1	-999	-999	-0.0	3.1591 	5.0131 	-999	-999	-999	-999	-999	-999	-999	2.7266 	3.7201 	-999	-999	-999	-999	-999	-999	-999	2.517 	3.2166 	4.5782 	-999	-999	-999	-999	-999	-999	7
17	Y483	3	circle	8	0.44355468749999716	1	3 	 5.580627410514161 	 2 	 7.0	1.0	-999.0	0	1	-1	-1	-0.0	-999	-999	2.6711 	3.6069 	4.6634 	6.295 	-999	-999	-999	-999	-999	2.4848 	3.7409 	5.4294 	6.6307 	-999	-999	-999	-999	-999	3.0163 	4.5123 	6.0543 	-999	-999	-999	-999	-999	-999	12
18	Y483	3	circle	4	0.02	1	3 	 4.684294465028634 	 2 	 0.0	3.0	1.0	2	1	-1	-1	-999	-999	-0.0	1.9907 	3.9129 	5.3138 	-999	-999	-999	-999	-999	-999	1.9425 	3.7929 	5.4397 	-999	-999	-999	-999	-999	-999	2.7918 	4.5182 	5.3024 	-999	-999	-999	-999	-999	-999	2
19	Y483	3	circle	8	0.44355468749999716	1	3 	 4.996129406100403 	 2 	 5.0	7.0	-999.0	1	1	-1	-1	-999	-0.0	-999	2.4728 	4.1408 	5.2757 	6.505 	-999	-999	-999	-999	-999	3.0087 	4.677 	5.7169 	-999	-999	-999	-999	-999	-999	1.7739 	3.4707 	4.3455 	6.2699 	-999	-999	-999	-999	-999	17
20	Y483	3	circle	8	0.1	-1	3 	 5.199530361770022 	 3 	 7.0	4.0	4.0	1	-1	1	-1	-999	0.0	-999	2.2419 	3.3339 	5.2838 	5.8496 	-999	-999	-999	-999	-999	2.1766 	4.1083 	5.6541 	-999	-999	-999	-999	-999	-999	2.2845 	4.2126 	6.0749 	-999	-999	-999	-999	-999	-999	2
21	Y483	3	circle	4	1.6435546874999858	1	3 	 3.4502012039976813 	 2 	 0.0	3.0	-999.0	0	1	-1	-1	0.0	-999	-999	2.0977 	3.4037 	4.1346 	-999	-999	-999	-999	-999	-999	1.7121 	2.5667 	4.0047 	-999	-999	-999	-999	-999	-999	2.731 	3.2822 	4.3684 	-999	-999	-999	-999	-999	-999	5
22	Y483	3	circle	4	1.3435546874999886	1	0 	 5.594003297780635 	 3 	 3.0	0.0	2.0	2	1	-1	-1	-999	-999	-1.0	1.7781 	3.4503 	5.2025 	6.4135 	-999	-999	-999	-999	-999	1.7405 	2.6065 	3.6321 	4.2088 	5.8316 	6.367 	-999	-999	-999	2.9769 	4.937 	6.8627 	-999	-999	-999	-999	-999	-999	1
23	Y483	3	circle	8	0.1	1	3 	 5.0476986479212425 	 3 	 7.0	0.0	1.0	2	1	-1	-1	-999	-999	0.0	2.4013 	4.309 	5.9319 	-999	-999	-999	-999	-999	-999	1.9367 	3.4457 	4.4706 	5.1124 	6.3568 	-999	-999	-999	-999	2.1071 	2.8144 	4.3121 	5.5278 	-999	-999	-999	-999	-999	18
24	Y483	3	circle	4	1.7999999999999972	1	0 	 4.996635332611685 	 2 	 2.0	0.0	3.0	0	1	-1	-1	1.0	-999	-999	2.1231 	3.4772 	5.3779 	-999	-999	-999	-999	-999	-999	2.7201 	3.6237 	4.7539 	6.1873 	-999	-999	-999	-999	-999	2.5253 	3.4876 	4.2346 	5.1581 	5.8791 	-999	-999	-999	-999	1
25	Y483	3	circle	4	0.02	-1	3 	 4.867502037446463 	 3 	 3.0	3.0	0.0	1	-1	1	-1	-999	-0.0	-999	2.3081 	3.3394 	3.9219 	4.6391 	6.3465 	-999	-999	-999	-999	2.3642 	3.9369 	4.6713 	5.5148 	-999	-999	-999	-999	-999	2.1611 	3.4465 	4.0977 	6.0497 	-999	-999	-999	-999	-999	5
26	Y483	3	circle	4	1.0435546874999915	-1	3 	 5.413189519856784 	 3 	 3.0	3.0	1.0	1	-1	1	-1	-999	-0.0	-999	2.9643 	3.8062 	5.2872 	6.0928 	-999	-999	-999	-999	-999	2.3348 	3.9397 	5.1303 	6.2327 	-999	-999	-999	-999	-999	3.144 	4.3225 	5.3519 	6.1649 	-999	-999	-999	-999	-999	1
27	Y483	3	circle	4	1.5	1	0 	 3.275753837201901 	 2 	 2.0	1.0	2.0	2	1	-1	-1	-999	-999	1.0	2.1782 	3.5848 	-999	-999	-999	-999	-999	-999	-999	2.9261 	4.0517 	-999	-999	-999	-999	-999	-999	-999	2.1269 	3.6577 	-999	-999	-999	-999	-999	-999	-999	8
28	Y483	3	circle	8	0.02	-1	3 	 3.983868911386285 	 2 	 3.0	-999.0	6.0	0	-1	1	-1	-0.0	-999	-999	2.9214 	4.0068 	5.6634 	-999	-999	-999	-999	-999	-999	1.9655 	3.4762 	5.1497 	-999	-999	-999	-999	-999	-999	2.89 	4.4515 	-999	-999	-999	-999	-999	-999	-999	8
29	Y483	3	circle	8	0.1	1	3 	 3.7656416065933147 	 2 	 0.0	-999.0	2.0	0	1	-1	-1	0.0	-999	-999	2.2361 	3.7735 	5.0131 	-999	-999	-999	-999	-999	-999	2.0775 	2.712 	3.5372 	4.7512 	-999	-999	-999	-999	-999	1.7337 	3.5676 	5.3735 	-999	-999	-999	-999	-999	-999	9
30	Y483	3	circle	8	0.44355468749999716	-1	0 	 4.733096225880951 	 3 	 4.0	1.0	5.0	0	-1	1	-1	1.0	-999	-999	2.0376 	3.754 	5.1949 	-999	-999	-999	-999	-999	-999	2.9396 	4.7791 	6.6996 	-999	-999	-999	-999	-999	-999	2.8638 	3.3895 	4.6769 	6.6248 	-999	-999	-999	-999	-999	5
31	Y483	3	circle	8	0.1435546875	1	3 	 4.73099997716922 	 3 	 1.0	2.0	1.0	1	1	-1	-1	-999	0.0	-999	2.3901 	3.4639 	4.012 	5.1152 	-999	-999	-999	-999	-999	2.5 	4.1344 	4.8482 	6.5568 	-999	-999	-999	-999	-999	2.5925 	3.9998 	5.5585 	-999	-999	-999	-999	-999	-999	8
32	Y483	3	circle	8	0.7435546874999943	-1	0 	 5.638914089771217 	 2 	 7.0	1.0	1.0	2	-1	1	-1	-999	-999	-2.0	2.2898 	3.1919 	4.498 	6.1212 	-999	-999	-999	-999	-999	2.1396 	3.3107 	3.8258 	5.7604 	6.9664 	-999	-999	-999	-999	2.8917 	4.8871 	6.6249 	-999	-999	-999	-999	-999	-999	2
33	Y483	3	circle	4	1.0435546874999915	1	0 	 5.596291387855454 	 3 	 3.0	0.0	0.0	1	1	-1	-1	-999	2.0	-999	2.2961 	3.5097 	4.6606 	6.2506 	-999	-999	-999	-999	-999	2.7513 	3.4991 	5.3462 	6.9392 	-999	-999	-999	-999	-999	2.1485 	4.0494 	5.1234 	6.7331 	-999	-999	-999	-999	-999	2
34	Y483	3	circle	4	1.2000000000000028	-1	3 	 4.104031609548374 	 2 	 -999.0	0.0	1.0	1	-1	1	-1	-999	-0.0	-999	2.5111 	3.1593 	4.187 	6.0148 	-999	-999	-999	-999	-999	2.8937 	4.8135 	-999	-999	-999	-999	-999	-999	-999	2.08 	2.5959 	3.494 	4.4967 	-999	-999	-999	-999	-999	17
35	Y483	3	circle	4	0.7435546874999943	1	3 	 4.318275091616865 	 3 	 1.0	1.0	1.0	2	1	-1	-1	-999	-999	0.0	2.1771 	3.3921 	4.4157 	4.9565 	-999	-999	-999	-999	-999	1.7281 	3.1989 	4.5627 	5.3708 	-999	-999	-999	-999	-999	1.9159 	2.6208 	4.512 	5.4858 	-999	-999	-999	-999	-999	1
36	Y483	3	circle	8	0.5435546874999915	-1	3 	 5.189594964764621 	 2 	 5.0	-999.0	4.0	2	-1	1	-1	-999	-999	-0.0	3.1597 	4.952 	6.3713 	-999	-999	-999	-999	-999	-999	1.92 	2.8487 	4.6939 	6.1265 	-999	-999	-999	-999	-999	3.1645 	4.972 	6.6734 	-999	-999	-999	-999	-999	-999	9
37	Y483	3	circle	4	0.7435546874999943	-1	0 	 3.3726669092438946 	 3 	 2.0	0.0	3.0	0	-1	1	-1	-1.0	-999	-999	2.3268 	3.8134 	-999	-999	-999	-999	-999	-999	-999	2.4231 	3.8565 	-999	-999	-999	-999	-999	-999	-999	2.0931 	3.5916 	4.7946 	-999	-999	-999	-999	-999	-999	1
38	Y483	3	circle	8	0.5435546874999915	1	3 	 3.83173330333362 	 2 	 5.0	7.0	1.0	1	1	-1	-1	-999	-0.0	-999	2.951 	4.7879 	-999	-999	-999	-999	-999	-999	-999	2.1858 	3.4201 	5.3727 	-999	-999	-999	-999	-999	-999	3.1124 	3.7259 	4.7306 	-999	-999	-999	-999	-999	-999	3
39	Y483	3	circle	8	0.1435546875	1	3 	 5.250894458761192 	 3 	 3.0	5.0	1.0	2	1	-1	-1	-999	-999	-0.0	2.9357 	3.9726 	5.3675 	7.0814 	-999	-999	-999	-999	-999	2.6927 	4.6518 	6.3701 	-999	-999	-999	-999	-999	-999	2.9326 	3.4805 	4.2067 	5.1348 	5.7463 	-999	-999	-999	-999	3
40	Y483	3	circle	8	0.5435546874999915	-1	0 	 4.877009352515825 	 2 	 1.0	7.0	5.0	2	-1	1	-1	-999	-999	2.0	2.8133 	3.8963 	5.1884 	-999	-999	-999	-999	-999	-999	2.485 	3.8438 	5.5372 	-999	-999	-999	-999	-999	-999	2.3849 	3.2272 	4.6635 	5.1934 	-999	-999	-999	-999	-999	1
41	Y483	3	circle	8	0.34355468749998863	-1	3 	 5.072564859975851 	 2 	 5.0	5.0	7.0	1	-1	1	-1	-999	-0.0	-999	2.353 	3.4866 	4.9508 	6.2778 	-999	-999	-999	-999	-999	1.773 	3.7531 	4.2576 	5.7854 	-999	-999	-999	-999	-999	2.7349 	4.4357 	5.5758 	-999	-999	-999	-999	-999	-999	10
42	Y483	3	circle	4	0.44355468749999716	1	3 	 4.300312127118389 	 3 	 2.0	0.0	1.0	2	1	-1	-1	-999	-999	-0.0	2.2574 	2.8362 	3.9065 	5.7442 	-999	-999	-999	-999	-999	2.0297 	3.4188 	4.5617 	6.2111 	-999	-999	-999	-999	-999	2.0455 	3.6817 	4.6765 	-999	-999	-999	-999	-999	-999	1
43	Y483	3	circle	8	0.34355468749998863	1	3 	 4.798208739351273 	 2 	 5.0	6.0	1.0	1	1	-1	-1	-999	-0.0	-999	2.6697 	3.9144 	5.5475 	-999	-999	-999	-999	-999	-999	2.6661 	3.9548 	5.8013 	-999	-999	-999	-999	-999	-999	3.088 	5.0517 	5.7515 	-999	-999	-999	-999	-999	-999	2
44	Y483	3	circle	8	0.1435546875	-1	3 	 4.43319353077286 	 3 	 1.0	6.0	2.0	2	-1	1	-1	-999	-999	-0.0	2.1472 	4.0782 	5.2871 	-999	-999	-999	-999	-999	-999	1.9932 	3.19 	4.9825 	-999	-999	-999	-999	-999	-999	3.1175 	4.6453 	6.4283 	-999	-999	-999	-999	-999	-999	3
45	Y483	3	circle	4	0.44355468749999716	1	3 	 3.728374397364255 	 3 	 3.0	2.0	1.0	0	1	-1	-1	0.0	-999	-999	2.285 	3.456 	5.125 	-999	-999	-999	-999	-999	-999	1.9704 	2.6107 	4.327 	-999	-999	-999	-999	-999	-999	2.8265 	3.4143 	4.1715 	-999	-999	-999	-999	-999	-999	5
46	Y483	3	circle	8	0.34355468750000284	-1	3 	 5.277796784980621 	 3 	 2.0	2.0	7.0	0	-1	1	-1	0.0	-999	-999	2.9775 	4.3733 	5.2948 	5.9503 	-999	-999	-999	-999	-999	1.8668 	2.9408 	3.6669 	4.2124 	5.2317 	5.8614 	-999	-999	-999	2.6197 	4.2848 	5.0823 	7.0709 	-999	-999	-999	-999	-999	1
47	Y483	3	circle	4	0.1	-1	3 	 5.493030226163916 	 3 	 3.0	2.0	2.0	2	-1	1	-1	-999	-999	-0.0	2.6359 	3.8696 	4.9571 	5.4641 	7.1208 	-999	-999	-999	-999	2.6928 	3.8813 	5.5005 	6.9444 	-999	-999	-999	-999	-999	2.5605 	3.8381 	5.7291 	6.2825 	-999	-999	-999	-999	-999	1
48	Y483	3	circle	4	1.2000000000000028	-1	3 	 5.197249575108339 	 2 	 0.0	1.0	2.0	1	-1	1	-1	-999	-0.0	-999	2.8517 	4.6024 	5.7446 	-999	-999	-999	-999	-999	-999	2.3744 	3.1522 	5.1229 	6.2044 	-999	-999	-999	-999	-999	2.0911 	3.1308 	3.8814 	5.1951 	6.0081 	-999	-999	-999	-999	2
49	Y483	3	circle	4	0.44355468749999716	-1	3 	 3.855429088086164 	 3 	 3.0	3.0	0.0	0	-1	1	-1	0.0	-999	-999	2.6544 	4.1341 	5.9789 	-999	-999	-999	-999	-999	-999	1.94 	2.5404 	3.1159 	4.8985 	-999	-999	-999	-999	-999	2.1672 	3.3033 	4.0683 	5.2511 	-999	-999	-999	-999	-999	2
50	Y483	3	circle	4	0.6435546875	-1	0 	 3.2101318040922915 	 3 	 2.0	1.0	3.0	2	-1	1	-1	-999	-999	1.0	2.6711 	4.3951 	-999	-999	-999	-999	-999	-999	-999	2.9175 	4.681 	-999	-999	-999	-999	-999	-999	-999	3.0249 	4.6895 	-999	-999	-999	-999	-999	-999	-999	3
51	Y483	3	circle	8	0.34355468750000284	-1	3 	 3.2483430857479627 	 3 	 1.0	2.0	6.0	2	-1	1	-1	-999	-999	0.0	2.0743 	3.6139 	-999	-999	-999	-999	-999	-999	-999	2.222 	4.0219 	-999	-999	-999	-999	-999	-999	-999	2.704 	3.9213 	-999	-999	-999	-999	-999	-999	-999	2
52	Y483	3	circle	8	0.1	1	3 	 3.7664942833286026 	 2 	 2.0	-999.0	2.0	2	1	-1	-1	-999	-999	0.0	3.171 	4.5332 	-999	-999	-999	-999	-999	-999	-999	2.9404 	3.5329 	4.0357 	5.6287 	-999	-999	-999	-999	-999	1.9096 	2.411 	3.4946 	5.1037 	-999	-999	-999	-999	-999	10
53	Y483	3	circle	4	0.02	1	3 	 5.577968080877845 	 2 	 2.0	3.0	0.0	0	1	-1	-1	0.0	-999	-999	3.0017 	3.7885 	5.7821 	7.2447 	-999	-999	-999	-999	-999	2.0721 	2.6342 	3.8486 	4.9792 	6.7534 	-999	-999	-999	-999	1.8226 	3.3197 	4.5663 	6.4061 	-999	-999	-999	-999	-999	1
54	Y483	3	circle	4	1.2000000000000028	1	3 	 4.786030055052291 	 2 	 0.0	1.0	3.0	0	1	-1	-1	-0.0	-999	-999	1.9347 	3.3766 	4.9247 	6.0694 	-999	-999	-999	-999	-999	2.5373 	3.0702 	4.7258 	5.7125 	-999	-999	-999	-999	-999	2.6226 	4.1243 	5.8014 	-999	-999	-999	-999	-999	-999	2
55	Y483	3	circle	4	0.1	1	3 	 5.120129367596517 	 3 	 3.0	0.0	2.0	1	1	-1	-1	-999	0.0	-999	2.1867 	3.8756 	4.672 	6.4367 	-999	-999	-999	-999	-999	2.7124 	3.6358 	4.7482 	6.1031 	-999	-999	-999	-999	-999	1.9685 	3.29 	4.3589 	5.222 	6.5147 	-999	-999	-999	-999	4
56	Y483	3	circle	8	0.34355468749998863	1	3 	 5.51928033199064 	 2 	 1.0	2.0	2.0	0	1	-1	-1	0.0	-999	-999	2.1147 	2.7978 	4.7162 	5.7007 	6.7989 	-999	-999	-999	-999	3.0375 	3.7303 	4.8488 	6.0033 	-999	-999	-999	-999	-999	1.763 	2.7894 	4.1097 	6.0975 	-999	-999	-999	-999	-999	6
57	Y483	3	circle	8	0.34355468750000284	1	3 	 4.578695805111935 	 3 	 3.0	4.0	4.0	0	1	-1	-1	0.0	-999	-999	1.7009 	3.1083 	3.7124 	4.6532 	6.3509 	-999	-999	-999	-999	3.1653 	4.5208 	5.1676 	-999	-999	-999	-999	-999	-999	2.5329 	4.3352 	4.891 	-999	-999	-999	-999	-999	-999	1
58	Y483	3	circle	8	0.5435546875000057	1	0 	 5.346077326800636 	 3 	 7.0	3.0	7.0	2	1	-1	-1	-999	-999	-4.0	3.1994 	5.0432 	6.9712 	-999	-999	-999	-999	-999	-999	1.9421 	3.4136 	3.9154 	5.1277 	5.6862 	-999	-999	-999	-999	1.8027 	3.6952 	5.4664 	6.8519 	-999	-999	-999	-999	-999	1
59	Y483	3	circle	8	0.44355468750001137	1	3 	 4.766862096153796 	 3 	 4.0	1.0	2.0	2	1	-1	-1	-999	-999	0.0	1.7288 	2.7821 	4.3348 	5.1041 	-999	-999	-999	-999	-999	2.5643 	4.3786 	5.3553 	-999	-999	-999	-999	-999	-999	2.5208 	3.9937 	4.5399 	5.1891 	-999	-999	-999	-999	-999	1
60	Y483	3	circle	4	1.4000000000000057	-1	0 	 3.9756276498412717 	 2 	 -999.0	3.0	3.0	2	-1	1	-1	-999	-999	1.0	2.6064 	3.8891 	5.0085 	-999	-999	-999	-999	-999	-999	3.1859 	4.3653 	-999	-999	-999	-999	-999	-999	-999	2.2758 	3.1817 	4.9559 	-999	-999	-999	-999	-999	-999	3
61	Y483	3	circle	4	1.3000000000000114	-1	3 	 5.174537478966325 	 2 	 2.0	3.0	0.0	1	-1	1	-1	-999	0.0	-999	2.6099 	4.4957 	6.1562 	-999	-999	-999	-999	-999	-999	3.0765 	3.7294 	5.6736 	-999	-999	-999	-999	-999	-999	1.7426 	3.1904 	4.401 	5.0805 	6.2349 	-999	-999	-999	-999	3
62	Y483	3	circle	8	0.44355468749998295	-1	0 	 5.3296774619915706 	 2 	 2.0	2.0	5.0	2	-1	1	-1	-999	-999	3.0	3.12 	5.0611 	6.5429 	-999	-999	-999	-999	-999	-999	1.8837 	2.9167 	4.6351 	6.0552 	-999	-999	-999	-999	-999	2.3101 	4.0054 	4.848 	5.8978 	-999	-999	-999	-999	-999	2
63	Y483	3	circle	4	1.3000000000000114	1	0 	 4.440508634196522 	 2 	 2.0	3.0	1.0	2	1	-1	-1	-999	-999	-1.0	2.3165 	3.5932 	5.1366 	-999	-999	-999	-999	-999	-999	2.6482 	4.0389 	5.303 	-999	-999	-999	-999	-999	-999	2.2506 	2.938 	3.4731 	4.3659 	6.1356 	-999	-999	-999	-999	1
64	Y483	3	circle	4	1.200000000000017	1	0 	 5.359246823378025 	 2 	 2.0	0.0	2.0	2	1	-1	-1	-999	-999	-2.0	2.3449 	3.8431 	5.0356 	6.8635 	-999	-999	-999	-999	-999	3.0785 	4.8651 	5.6954 	-999	-999	-999	-999	-999	-999	3.1694 	3.8119 	5.4933 	6.5323 	-999	-999	-999	-999	-999	1
65	Y483	3	circle	4	0.5435546875000057	1	3 	 5.572897344522287 	 3 	 0.0	2.0	3.0	1	1	-1	-1	-999	0.0	-999	2.3262 	3.3921 	5.223 	7.166 	-999	-999	-999	-999	-999	2.1363 	2.7921 	4.5027 	5.9618 	-999	-999	-999	-999	-999	2.7423 	4.4398 	5.5135 	6.7763 	-999	-999	-999	-999	-999	1
66	Y483	3	circle	8	0.1	-1	3 	 3.625877284835531 	 3 	 0.0	6.0	6.0	1	-1	1	-1	-999	-0.0	-999	1.9465 	3.2857 	3.9101 	5.1748 	-999	-999	-999	-999	-999	3.0392 	3.9382 	-999	-999	-999	-999	-999	-999	-999	2.1367 	3.126 	4.6838 	-999	-999	-999	-999	-999	-999	2
67	Y483	3	circle	4	0.5435546875000057	-1	3 	 3.4451114319958456 	 3 	 2.0	3.0	3.0	0	-1	1	-1	-0.0	-999	-999	1.7707 	2.7545 	4.618 	-999	-999	-999	-999	-999	-999	2.5546 	4.5477 	-999	-999	-999	-999	-999	-999	-999	2.9164 	4.2237 	-999	-999	-999	-999	-999	-999	-999	3
68	Y483	3	circle	4	1.1000000000000227	1	0 	 4.962810539130773 	 2 	 0.0	0.0	3.0	0	1	-1	-1	-2.0	-999	-999	2.1538 	3.2814 	5.025 	6.143 	-999	-999	-999	-999	-999	2.9979 	4.4574 	5.1358 	6.8653 	-999	-999	-999	-999	-999	1.8766 	2.4382 	3.7605 	5.4958 	-999	-999	-999	-999	-999	6
69	Y483	3	circle	8	0.34355468749998863	1	0 	 5.302435044082335 	 2 	 5.0	6.0	1.0	2	1	-1	-1	-999	-999	-1.0	1.8309 	3.3342 	4.784 	5.4511 	6.5378 	-999	-999	-999	-999	1.7432 	3.6645 	4.3902 	5.9407 	-999	-999	-999	-999	-999	2.2718 	3.5727 	4.0804 	6.0168 	-999	-999	-999	-999	-999	10
70	Y483	3	circle	8	0.24355468749999432	1	3 	 3.6322323692131833 	 2 	 1.0	2.0	5.0	0	1	-1	-1	0.0	-999	-999	2.4144 	3.8082 	5.4927 	-999	-999	-999	-999	-999	-999	3.181 	4.4684 	-999	-999	-999	-999	-999	-999	-999	2.0112 	2.9353 	3.5279 	4.7049 	-999	-999	-999	-999	-999	10
