trialnum	subject	session	basicShape	numObjects	speed	initialDirRing0	orderCorrect	trialDurTotal	numTargets	whichIsTargetEachRing0	whichIsTargetEachRing1	whichIsTargetEachRing2	ringToQuery	direction0	direction1	direction2	respAdj0	respAdj1	respAdj2	rev0_0	rev0_1	rev0_2	rev0_3	rev0_4	rev0_5	rev0_6	rev0_7	rev0_8	rev1_0	rev1_1	rev1_2	rev1_3	rev1_4	rev1_5	rev1_6	rev1_7	rev1_8	rev2_0	rev2_1	rev2_2	rev2_3	rev2_4	rev2_5	rev2_6	rev2_7	rev2_8	timingBlips
13	Y481	1	circle	4	0.9548437499999949	1	0 	 3.7021758484545773 	 3 	 2.0	3.0	0.0	2	1	-1	-1	-999	-999	-2.0	2.0757 	2.863 	3.8158 	5.3407 	-999	-999	-999	-999	-999	1.9163 	3.7683 	5.5528 	-999	-999	-999	-999	-999	-999	2.4097 	3.3719 	4.1447 	-999	-999	-999	-999	-999	-999	2
14	Y481	1	circle	8	0.05484375000000341	1	0 	 3.6008700169835484 	 3 	 5.0	6.0	4.0	0	1	-1	-1	1.0	-999	-999	2.2692 	4.2259 	-999	-999	-999	-999	-999	-999	-999	2.5724 	4.0296 	-999	-999	-999	-999	-999	-999	-999	2.501 	3.3797 	4.7754 	-999	-999	-999	-999	-999	-999	2
15	Y481	1	circle	8	0.030000000000001137	-1	3 	 4.995631880725311 	 3 	 4.0	7.0	6.0	0	-1	1	-1	-0.0	-999	-999	2.9716 	4.9109 	5.7233 	-999	-999	-999	-999	-999	-999	3.0598 	3.8036 	4.3656 	5.5924 	-999	-999	-999	-999	-999	1.925 	3.4246 	5.3104 	-999	-999	-999	-999	-999	-999	8
16	Y481	1	circle	8	0.3299999999999983	-1	3 	 3.639203350362875 	 3 	 2.0	6.0	4.0	0	-1	1	-1	-0.0	-999	-999	2.1348 	3.592 	4.4785 	-999	-999	-999	-999	-999	-999	2.0552 	2.9216 	4.1592 	-999	-999	-999	-999	-999	-999	1.8065 	2.7527 	4.246 	-999	-999	-999	-999	-999	-999	2
17	Y481	1	circle	8	0.3299999999999983	1	3 	 3.8053319517710813 	 3 	 3.0	7.0	7.0	2	1	-1	-1	-999	-999	0.0	2.8122 	3.4734 	4.6647 	-999	-999	-999	-999	-999	-999	2.2566 	2.9358 	4.622 	-999	-999	-999	-999	-999	-999	3.1922 	4.416 	-999	-999	-999	-999	-999	-999	-999	1
18	Y481	1	circle	4	1.254843749999992	1	3 	 3.493464680606655 	 2 	 -999.0	0.0	2.0	2	1	-1	-1	-999	-999	0.0	2.7269 	3.8762 	-999	-999	-999	-999	-999	-999	-999	2.9302 	4.2942 	-999	-999	-999	-999	-999	-999	-999	2.8222 	3.8759 	-999	-999	-999	-999	-999	-999	-999	2
19	Y481	1	circle	8	0.1	1	3 	 5.625821524482923 	 3 	 3.0	2.0	6.0	0	1	-1	-1	-0.0	-999	-999	1.8671 	3.3796 	4.8176 	6.2391 	-999	-999	-999	-999	-999	3.032 	4.8676 	6.1507 	-999	-999	-999	-999	-999	-999	1.9743 	3.1943 	5.0997 	6.304 	-999	-999	-999	-999	-999	1
20	Y481	1	circle	8	0.3299999999999983	-1	3 	 4.838359237285783 	 3 	 7.0	0.0	7.0	1	-1	1	-1	-999	-0.0	-999	2.015 	3.1384 	4.2035 	4.8864 	5.6223 	-999	-999	-999	-999	2.3234 	3.9714 	4.9165 	5.5908 	-999	-999	-999	-999	-999	1.7698 	2.5207 	3.0722 	3.8315 	4.8438 	6.2417 	-999	-999	-999	3
21	Y481	1	circle	4	0.1	-1	3 	 3.5208374512544633 	 3 	 0.0	3.0	2.0	0	-1	1	-1	0.0	-999	-999	3.1561 	4.4764 	-999	-999	-999	-999	-999	-999	-999	2.0087 	3.7901 	4.8081 	-999	-999	-999	-999	-999	-999	2.3977 	3.7117 	5.3824 	-999	-999	-999	-999	-999	-999	4
22	Y481	1	circle	8	0.6299999999999955	1	0 	 4.751813285795659 	 3 	 4.0	3.0	3.0	0	1	-1	-1	2.0	-999	-999	3.043 	3.967 	5.6581 	-999	-999	-999	-999	-999	-999	2.0683 	3.6122 	5.0602 	-999	-999	-999	-999	-999	-999	2.0466 	3.2089 	4.2566 	5.9913 	-999	-999	-999	-999	-999	2
23	Y481	1	circle	8	0.4299999999999926	-1	0 	 5.239651565102363 	 3 	 3.0	3.0	4.0	2	-1	1	-1	-999	-999	-3.0	2.9789 	4.1531 	5.6294 	-999	-999	-999	-999	-999	-999	2.6064 	3.3102 	4.1892 	5.2873 	7.1895 	-999	-999	-999	-999	1.8006 	2.949 	4.1105 	5.6335 	-999	-999	-999	-999	-999	2
24	Y481	1	circle	4	1.5548437499999892	-1	3 	 3.736046819759183 	 2 	 -999.0	1.0	3.0	2	-1	1	-1	-999	-999	-0.0	2.1352 	3.1433 	4.737 	-999	-999	-999	-999	-999	-999	2.1687 	3.5249 	4.6915 	-999	-999	-999	-999	-999	-999	1.7026 	3.6882 	4.8234 	-999	-999	-999	-999	-999	-999	3
25	Y481	1	circle	4	1.7999999999999972	1	3 	 4.709984010753705 	 2 	 -999.0	1.0	3.0	2	1	-1	-1	-999	-999	0.0	1.9675 	3.622 	4.7293 	6.0179 	-999	-999	-999	-999	-999	2.2147 	3.1686 	5.0015 	5.8346 	-999	-999	-999	-999	-999	3.1101 	3.8288 	4.3733 	5.9854 	-999	-999	-999	-999	-999	19
26	Y481	1	circle	4	1.7999999999999972	-1	0 	 4.074820934974232 	 2 	 -999.0	2.0	3.0	2	-1	1	-1	-999	-999	-1.0	1.7249 	2.4768 	3.5988 	4.1111 	5.2507 	-999	-999	-999	-999	3.0695 	4.6602 	-999	-999	-999	-999	-999	-999	-999	2.3331 	2.9478 	4.335 	5.135 	-999	-999	-999	-999	-999	3
27	Y481	1	circle	4	1.5	1	0 	 3.4734994036988294 	 2 	 3.0	0.0	0.0	2	1	-1	-1	-999	-999	1.0	1.7133 	2.7727 	3.3336 	3.9355 	-999	-999	-999	-999	-999	2.7219 	3.2687 	4.9069 	-999	-999	-999	-999	-999	-999	2.9666 	3.9766 	-999	-999	-999	-999	-999	-999	-999	3
28	Y481	1	circle	8	0.1	-1	3 	 4.332430179268323 	 3 	 1.0	3.0	5.0	0	-1	1	-1	-0.0	-999	-999	2.8229 	4.1938 	4.7607 	-999	-999	-999	-999	-999	-999	3.11 	3.697 	4.2307 	5.327 	-999	-999	-999	-999	-999	3.0393 	4.9225 	-999	-999	-999	-999	-999	-999	-999	1
29	Y481	1	circle	4	0.6548437499999977	-1	3 	 4.625099913386592 	 3 	 3.0	0.0	3.0	0	-1	1	-1	-0.0	-999	-999	1.8037 	3.0819 	3.6886 	4.4684 	6.3825 	-999	-999	-999	-999	3.1202 	4.8266 	5.9615 	-999	-999	-999	-999	-999	-999	2.9388 	4.342 	4.8451 	5.5448 	-999	-999	-999	-999	-999	1
30	Y481	1	circle	8	0.35484375000000057	-1	3 	 4.002227410048041 	 2 	 3.0	4.0	-999.0	1	-1	1	-1	-999	-0.0	-999	2.0945 	3.5774 	4.3622 	-999	-999	-999	-999	-999	-999	2.8135 	4.4899 	-999	-999	-999	-999	-999	-999	-999	2.8653 	4.0098 	5.0584 	-999	-999	-999	-999	-999	-999	2
31	Y481	1	circle	4	0.6548437499999977	1	3 	 4.488774505309895 	 3 	 3.0	1.0	2.0	1	1	-1	-1	-999	0.0	-999	3.1372 	4.2159 	5.2304 	-999	-999	-999	-999	-999	-999	2.2597 	3.225 	4.4452 	5.3469 	-999	-999	-999	-999	-999	3.05 	3.9669 	5.6524 	-999	-999	-999	-999	-999	-999	1
32	Y481	1	circle	8	0.5548437500000034	1	3 	 3.2644926744723644 	 2 	 7.0	5.0	6.0	0	1	-1	-1	0.0	-999	-999	2.3353 	3.2662 	4.5879 	-999	-999	-999	-999	-999	-999	2.4451 	3.2502 	3.9065 	-999	-999	-999	-999	-999	-999	2.0009 	2.808 	4.1504 	-999	-999	-999	-999	-999	-999	2
33	Y481	1	circle	8	0.1	1	3 	 5.075709674034536 	 2 	 7.0	4.0	3.0	1	1	-1	-1	-999	0.0	-999	2.1774 	3.9886 	4.6577 	6.0157 	-999	-999	-999	-999	-999	1.7656 	3.3732 	4.3612 	6.1247 	-999	-999	-999	-999	-999	2.8074 	3.9384 	5.2756 	7.0567 	-999	-999	-999	-999	-999	15
34	Y481	1	circle	4	0.1	1	3 	 4.82254941764343 	 3 	 3.0	3.0	0.0	0	1	-1	-1	-0.0	-999	-999	1.8772 	3.6268 	4.8147 	6.4482 	-999	-999	-999	-999	-999	2.9677 	3.847 	5.718 	-999	-999	-999	-999	-999	-999	1.9941 	3.756 	5.3477 	-999	-999	-999	-999	-999	-999	2
35	Y481	1	circle	4	0.6548437499999977	-1	3 	 3.9096591684021993 	 3 	 1.0	3.0	1.0	0	-1	1	-1	-0.0	-999	-999	2.2608 	3.8296 	4.578 	-999	-999	-999	-999	-999	-999	1.8283 	3.2513 	4.2959 	-999	-999	-999	-999	-999	-999	2.0876 	3.7826 	4.3771 	-999	-999	-999	-999	-999	-999	7
36	Y481	1	circle	8	0.5548437500000034	1	3 	 4.634387067750144 	 2 	 3.0	4.0	-999.0	0	1	-1	-1	-0.0	-999	-999	1.7367 	3.0859 	4.3551 	4.9132 	6.2497 	-999	-999	-999	-999	2.6712 	4.331 	5.6408 	-999	-999	-999	-999	-999	-999	2.3211 	3.4261 	4.8912 	6.431 	-999	-999	-999	-999	-999	26
37	Y481	1	circle	8	0.5548437500000034	-1	0 	 4.485056496217226 	 2 	 1.0	5.0	7.0	2	-1	1	-1	-999	-999	1.0	2.8996 	4.4499 	5.7063 	-999	-999	-999	-999	-999	-999	1.9349 	2.8456 	4.4855 	5.1649 	-999	-999	-999	-999	-999	2.0618 	2.8131 	3.8185 	5.7926 	-999	-999	-999	-999	-999	3
38	Y481	1	circle	4	0.8548437500000006	-1	3 	 4.106631383452479 	 3 	 3.0	0.0	3.0	0	-1	1	-1	-0.0	-999	-999	2.1049 	3.0125 	4.5491 	-999	-999	-999	-999	-999	-999	2.3282 	3.866 	5.2467 	-999	-999	-999	-999	-999	-999	1.7751 	3.2471 	4.2757 	5.8202 	-999	-999	-999	-999	-999	7
39	Y481	1	circle	4	0.8548437500000006	-1	0 	 3.629941588834225 	 3 	 2.0	0.0	3.0	0	-1	1	-1	-1.0	-999	-999	3.1089 	4.8074 	-999	-999	-999	-999	-999	-999	-999	2.6191 	3.8314 	5.1912 	-999	-999	-999	-999	-999	-999	1.9997 	2.6264 	3.2136 	4.8455 	-999	-999	-999	-999	-999	2
40	Y481	1	circle	4	0.1	1	3 	 4.2969529119193695 	 3 	 0.0	0.0	3.0	2	1	-1	-1	-999	-999	-0.0	2.7032 	3.8832 	5.237 	-999	-999	-999	-999	-999	-999	3.1754 	4.5163 	5.128 	-999	-999	-999	-999	-999	-999	1.9506 	2.945 	4.7112 	-999	-999	-999	-999	-999	-999	3
41	Y481	1	circle	4	0.7548437500000063	-1	0 	 4.606339487404913 	 3 	 2.0	1.0	2.0	0	-1	1	-1	1.0	-999	-999	3.1562 	4.1057 	5.1285 	-999	-999	-999	-999	-999	-999	2.6147 	4.5353 	6.1821 	-999	-999	-999	-999	-999	-999	1.9774 	3.9271 	5.9053 	-999	-999	-999	-999	-999	-999	1
42	Y481	1	circle	4	1.2000000000000028	1	0 	 4.121171111557292 	 2 	 2.0	2.0	0.0	1	1	-1	-1	-999	-1.0	-999	1.7282 	3.5981 	5.1862 	-999	-999	-999	-999	-999	-999	2.0995 	2.695 	4.3222 	5.3539 	-999	-999	-999	-999	-999	2.5921 	3.5854 	4.9686 	-999	-999	-999	-999	-999	-999	2
43	Y481	1	circle	4	0.1	1	3 	 4.498326078352797 	 2 	 3.0	0.0	-999.0	1	1	-1	-1	-999	0.0	-999	2.7893 	4.2944 	5.7451 	-999	-999	-999	-999	-999	-999	2.2352 	3.3582 	3.9131 	5.1546 	-999	-999	-999	-999	-999	3.0631 	3.8883 	5.0111 	-999	-999	-999	-999	-999	-999	8
44	Y481	1	circle	8	0.22999999999998977	-1	3 	 3.3356883348966226 	 3 	 2.0	6.0	5.0	0	-1	1	-1	0.0	-999	-999	2.8046 	3.7555 	-999	-999	-999	-999	-999	-999	-999	2.5876 	3.2212 	4.8593 	-999	-999	-999	-999	-999	-999	3.0368 	4.1445 	-999	-999	-999	-999	-999	-999	-999	2
45	Y481	1	circle	4	0.6548437500000119	-1	3 	 4.358877171883887 	 3 	 1.0	3.0	0.0	0	-1	1	-1	-0.0	-999	-999	2.8963 	4.1215 	4.7753 	-999	-999	-999	-999	-999	-999	1.7633 	2.7379 	4.3443 	5.7236 	-999	-999	-999	-999	-999	2.8362 	4.0026 	5.7734 	-999	-999	-999	-999	-999	-999	8
46	Y481	1	circle	4	0.9000000000000057	-1	0 	 4.837400441634168 	 2 	 1.0	3.0	0.0	1	-1	1	-1	-999	-1.0	-999	2.8002 	4.7154 	5.782 	-999	-999	-999	-999	-999	-999	2.8508 	3.9414 	5.5463 	-999	-999	-999	-999	-999	-999	2.4437 	4.3921 	5.938 	-999	-999	-999	-999	-999	-999	5
47	Y481	1	circle	8	0.4548437500000091	1	0 	 4.430332577090163 	 2 	 0.0	5.0	0.0	2	1	-1	-1	-999	-999	2.0	1.9427 	3.7412 	5.7202 	-999	-999	-999	-999	-999	-999	2.9278 	4.6051 	5.7682 	-999	-999	-999	-999	-999	-999	2.3268 	3.255 	4.4241 	5.392 	-999	-999	-999	-999	-999	1
48	Y481	1	circle	8	0.3548437500000148	1	0 	 4.730985309368009 	 2 	 7.0	5.0	4.0	2	1	-1	-1	-999	-999	4.0	1.8209 	2.6156 	4.0564 	5.4678 	-999	-999	-999	-999	-999	1.9139 	3.4704 	4.8983 	6.4559 	-999	-999	-999	-999	-999	2.6863 	4.0263 	5.1247 	-999	-999	-999	-999	-999	-999	1
49	Y481	1	circle	8	0.02	-1	3 	 3.2890597997446203 	 3 	 1.0	4.0	6.0	2	-1	1	-1	-999	-999	0.0	2.7109 	4.1428 	-999	-999	-999	-999	-999	-999	-999	3.1646 	4.9271 	-999	-999	-999	-999	-999	-999	-999	2.5866 	3.8562 	-999	-999	-999	-999	-999	-999	-999	10
50	Y481	1	circle	4	0.6548437500000119	-1	3 	 4.889005657054467 	 3 	 0.0	3.0	3.0	2	-1	1	-1	-999	-999	-0.0	2.5446 	3.5415 	4.6408 	5.9068 	-999	-999	-999	-999	-999	2.2996 	3.4336 	3.9546 	5.5049 	-999	-999	-999	-999	-999	2.666 	3.9176 	5.3522 	-999	-999	-999	-999	-999	-999	1
51	Y481	1	circle	8	0.25484375000002046	-1	3 	 3.2164031042607615 	 2 	 0.0	6.0	5.0	1	-1	1	-1	-999	-0.0	-999	1.9712 	3.4643 	5.0752 	-999	-999	-999	-999	-999	-999	2.9385 	4.3638 	-999	-999	-999	-999	-999	-999	-999	2.7692 	4.1504 	-999	-999	-999	-999	-999	-999	-999	1
52	Y481	1	circle	4	0.02	-1	3 	 3.564773766086944 	 3 	 2.0	3.0	3.0	2	-1	1	-1	-999	-999	0.0	1.7472 	3.0183 	4.5711 	-999	-999	-999	-999	-999	-999	2.9056 	4.5648 	-999	-999	-999	-999	-999	-999	-999	2.8356 	4.8323 	-999	-999	-999	-999	-999	-999	-999	1
53	Y481	1	circle	4	0.6548437500000119	-1	0 	 5.50136450891549 	 3 	 2.0	0.0	2.0	0	-1	1	-1	-2.0	-999	-999	2.9222 	4.1606 	4.7389 	6.4105 	-999	-999	-999	-999	-999	2.6908 	4.6073 	6.3547 	-999	-999	-999	-999	-999	-999	2.673 	3.1893 	4.9475 	6.1526 	-999	-999	-999	-999	-999	1
54	Y481	1	circle	4	0.6000000000000085	-1	3 	 3.4729919966737492 	 2 	 3.0	0.0	0.0	0	-1	1	-1	0.0	-999	-999	2.6625 	4.6344 	-999	-999	-999	-999	-999	-999	-999	1.9941 	3.3025 	4.5127 	-999	-999	-999	-999	-999	-999	2.257 	3.4514 	4.6551 	-999	-999	-999	-999	-999	-999	3
55	Y481	1	circle	8	0.22999999999998977	1	0 	 4.434586438478384 	 3 	 2.0	7.0	3.0	1	1	-1	-1	-999	1.0	-999	2.5802 	3.3818 	3.8979 	4.4356 	5.5518 	-999	-999	-999	-999	2.7382 	3.564 	4.1685 	5.8135 	-999	-999	-999	-999	-999	2.2184 	3.0685 	3.7518 	4.6838 	6.1554 	-999	-999	-999	-999	2
56	Y481	1	circle	8	0.02	-1	3 	 5.4519268016182885 	 2 	 3.0	4.0	0.0	2	-1	1	-1	-999	-999	0.0	2.2179 	3.379 	5.0319 	6.074 	-999	-999	-999	-999	-999	2.9381 	4.9164 	5.8111 	-999	-999	-999	-999	-999	-999	1.7877 	2.9405 	4.7243 	6.4571 	-999	-999	-999	-999	-999	1
57	Y481	1	circle	8	0.030000000000001137	-1	3 	 5.620640239266552 	 3 	 6.0	0.0	1.0	1	-1	1	-1	-999	-0.0	-999	2.3099 	3.8525 	4.7558 	5.7289 	6.7285 	-999	-999	-999	-999	2.6413 	4.1921 	5.4838 	6.3879 	-999	-999	-999	-999	-999	2.5082 	3.5299 	5.5228 	6.4789 	-999	-999	-999	-999	-999	2
58	Y481	1	circle	4	0.5548437500000176	1	3 	 5.65011551591565 	 3 	 0.0	1.0	2.0	0	1	-1	-1	0.0	-999	-999	2.0858 	3.2501 	4.7742 	5.6916 	7.4463 	-999	-999	-999	-999	2.9756 	3.7782 	5.6192 	6.1642 	-999	-999	-999	-999	-999	2.0929 	3.4771 	5.3654 	6.8544 	-999	-999	-999	-999	-999	1
59	Y481	1	circle	8	0.25484375000002046	-1	3 	 4.1049705169591855 	 2 	 3.0	0.0	0.0	1	-1	1	-1	-999	0.0	-999	1.756 	3.6622 	4.3606 	5.2376 	-999	-999	-999	-999	-999	3.1175 	4.2145 	5.8336 	-999	-999	-999	-999	-999	-999	2.9927 	3.9975 	4.9021 	-999	-999	-999	-999	-999	-999	2
60	Y481	1	circle	8	0.030000000000001137	1	3 	 3.8704898520443427 	 3 	 0.0	2.0	1.0	2	1	-1	-1	-999	-999	0.0	3.1662 	4.0457 	5.1557 	-999	-999	-999	-999	-999	-999	2.5217 	3.1201 	4.8945 	-999	-999	-999	-999	-999	-999	1.9576 	2.9389 	4.0379 	5.9161 	-999	-999	-999	-999	-999	5
61	Y481	1	circle	4	0.02	-1	3 	 4.530932941414683 	 2 	 2.0	0.0	0.0	0	-1	1	-1	-0.0	-999	-999	2.5829 	4.3708 	5.1869 	-999	-999	-999	-999	-999	-999	2.0042 	3.0065 	4.9289 	-999	-999	-999	-999	-999	-999	2.1733 	3.0523 	3.7974 	5.4593 	-999	-999	-999	-999	-999	1
62	Y481	1	circle	8	0.25484375000002046	1	3 	 5.664535967697545 	 2 	 1.0	1.0	3.0	2	1	-1	-1	-999	-999	0.0	2.1954 	3.8373 	4.7585 	6.4743 	-999	-999	-999	-999	-999	3.0965 	4.759 	5.6991 	7.3705 	-999	-999	-999	-999	-999	2.23 	4.0407 	5.8145 	7.4925 	-999	-999	-999	-999	-999	2
63	Y481	1	circle	8	0.02	1	3 	 5.516199772815549 	 3 	 7.0	1.0	1.0	0	1	-1	-1	-0.0	-999	-999	2.8355 	4.0348 	5.0073 	6.5547 	-999	-999	-999	-999	-999	2.8774 	4.6709 	6.6649 	-999	-999	-999	-999	-999	-999	2.5025 	3.203 	3.7735 	4.6649 	5.522 	6.6778 	-999	-999	-999	3
64	Y481	1	circle	4	0.6000000000000085	1	3 	 4.295693023827396 	 2 	 3.0	0.0	1.0	2	1	-1	-1	-999	-999	0.0	2.1257 	3.2393 	4.3497 	5.6402 	-999	-999	-999	-999	-999	2.7494 	3.6103 	5.5326 	-999	-999	-999	-999	-999	-999	1.7372 	2.6512 	4.3825 	5.3438 	-999	-999	-999	-999	-999	1
65	Y481	1	circle	4	0.5548437500000176	1	3 	 3.884193381147815 	 3 	 3.0	0.0	1.0	0	1	-1	-1	-0.0	-999	-999	1.8403 	2.9761 	3.5424 	5.5266 	-999	-999	-999	-999	-999	2.4226 	4.2882 	-999	-999	-999	-999	-999	-999	-999	2.9431 	4.9012 	-999	-999	-999	-999	-999	-999	-999	1
66	Y481	1	circle	8	0.030000000000001137	-1	3 	 5.3920604023428655 	 3 	 2.0	0.0	3.0	1	-1	1	-1	-999	-0.0	-999	1.9485 	3.6376 	4.8255 	6.4725 	-999	-999	-999	-999	-999	2.3377 	3.4529 	4.8486 	5.7644 	-999	-999	-999	-999	-999	1.7688 	2.5861 	4.1571 	6.0185 	-999	-999	-999	-999	-999	2
67	Y481	1	circle	8	0.1	1	3 	 4.426565906432474 	 2 	 4.0	4.0	2.0	2	1	-1	-1	-999	-999	-0.0	2.0217 	3.6378 	5.0258 	-999	-999	-999	-999	-999	-999	2.0402 	4.0392 	4.6409 	5.7516 	-999	-999	-999	-999	-999	3.1548 	4.0141 	5.4029 	-999	-999	-999	-999	-999	-999	5
68	Y481	1	circle	8	0.3548437500000148	-1	3 	 5.1572237838770265 	 2 	 1.0	6.0	4.0	2	-1	1	-1	-999	-999	0.0	2.3914 	4.1789 	5.707 	-999	-999	-999	-999	-999	-999	2.4535 	3.4171 	3.9763 	5.1772 	5.7326 	-999	-999	-999	-999	2.8213 	3.5901 	4.6521 	6.2392 	-999	-999	-999	-999	-999	6
69	Y481	1	circle	8	0.3548437500000148	1	3 	 4.151888805574608 	 2 	 5.0	0.0	2.0	0	1	-1	-1	-0.0	-999	-999	3.1831 	4.9784 	-999	-999	-999	-999	-999	-999	-999	2.6708 	3.3459 	4.4112 	6.394 	-999	-999	-999	-999	-999	1.7991 	3.0175 	3.8029 	5.1315 	-999	-999	-999	-999	-999	4
70	Y481	1	circle	4	0.6000000000000085	-1	0 	 5.399865074671307 	 2 	 2.0	2.0	2.0	2	-1	1	-1	-999	-999	2.0	2.9824 	3.5925 	5.4443 	6.6367 	-999	-999	-999	-999	-999	2.4334 	3.8823 	5.1645 	6.3831 	-999	-999	-999	-999	-999	2.8197 	3.6496 	4.3509 	4.9027 	6.0711 	-999	-999	-999	-999	2
