TrialNumber	basicShape	numObjectsInRing	speed	initialDirRing0	numTargets	whichIsTargetEachRing	ringToQuery	ran	order	speedThisTrial	orderCorrect	correctForFeedback
83	circle	4	[0.02, 0.1]	-1	2	[2. 2. 1.]	0	1.0	82.0	0.02	3.0	1.0
84	circle	4	[0.02, 0.1]	1	3	[0. 3. 3.]	1	1.0	83.0	0.1	3.0	1.0
85	circle	8	staircase	1	2	[0. 6. 4.]	0	1.0	84.0	0.4548437500000091	0.0	0.0
86	circle	4	staircase	-1	2	[0. 2. 2.]	1	1.0	85.0	0.4000000000000199	3.0	1.0
87	circle	4	staircase	-1	3	[0. 0. 3.]	1	1.0	86.0	0.6048437500000148	3.0	1.0
88	circle	8	staircase	-1	3	[5. 6. 4.]	2	1.0	87.0	0.22999999999998977	0.0	0.0
89	circle	8	[0.02, 0.1]	-1	2	[0. 4. 6.]	2	1.0	88.0	0.1	3.0	1.0
90	circle	8	[0.02, 0.1]	1	2	[0. 4. 6.]	1	1.0	89.0	0.1	3.0	1.0
91	circle	4	staircase	1	2	[0. 2. 2.]	2	1.0	90.0	0.4000000000000199	3.0	1.0
92	circle	4	staircase	-1	3	[0. 2. 0.]	0	1.0	91.0	0.6048437500000148	3.0	1.0
93	circle	4	staircase	-1	3	[3. 0. 2.]	2	1.0	92.0	0.6548437500000119	0.0	0.0
94	circle	8	staircase	-1	3	[3. 5. 7.]	2	1.0	93.0	0.12999999999999545	0.0	0.0
95	circle	4	staircase	1	3	[0. 1. 2.]	1	1.0	94.0	0.6048437500000148	0.0	0.0
96	circle	8	staircase	1	2	[7. 1. 7.]	2	1.0	95.0	0.40484375000001194	0.0	0.0
97	circle	4	[0.02, 0.1]	-1	3	[0. 3. 3.]	1	1.0	96.0	0.1	3.0	1.0
98	circle	4	staircase	-1	2	[3. 3. 3.]	2	1.0	97.0	0.4000000000000199	3.0	1.0
99	circle	8	staircase	1	3	[0. 6. 1.]	1	1.0	98.0	0.030000000000001137	3.0	1.0
100	circle	8	staircase	-1	2	[7. 1. 7.]	1	1.0	99.0	0.3548437500000148	3.0	1.0
101	circle	8	staircase	-1	2	[5. 0. 2.]	2	1.0	100.0	0.3548437500000148	0.0	0.0
102	circle	4	staircase	-1	3	[0. 1. 2.]	0	1.0	101.0	0.5548437500000176	0.0	0.0
103	circle	4	staircase	1	2	[3. 3. 3.]	1	1.0	102.0	0.5000000000000142	3.0	1.0
104	circle	8	staircase	1	2	[4. 3. 6.]	0	1.0	103.0	0.3048437500000176	3.0	1.0
105	circle	8	[0.02, 0.1]	-1	3	[5. 6. 6.]	1	1.0	104.0	0.02	0.0	0.0
106	circle	4	staircase	1	3	[0. 2. 0.]	0	1.0	105.0	0.5048437500000205	3.0	1.0
107	circle	8	staircase	1	3	[0. 0. 3.]	1	1.0	106.0	0.030000000000001137	0.0	0.0
108	circle	8	staircase	1	3	[3. 5. 7.]	1	1.0	107.0	0.030000000000001137	3.0	1.0
109	circle	4	[0.02, 0.1]	1	2	[2. 2. 1.]	2	1.0	108.0	0.1	3.0	1.0
110	circle	4	staircase	1	2	[0. 1. 1.]	2	1.0	109.0	0.5000000000000142	0.0	0.0
111	circle	8	staircase	-1	3	[0. 6. 1.]	1	1.0	110.0	0.030000000000001137	3.0	1.0
112	circle	8	staircase	-1	2	[4. 3. 6.]	1	1.0	111.0	0.3048437500000176	3.0	1.0
113	circle	4	staircase	1	2	[3. 1. 1.]	0	1.0	112.0	0.45000000000001705	3.0	1.0
114	circle	4	staircase	1	3	[0. 0. 3.]	0	1.0	113.0	0.5048437500000205	3.0	1.0
115	circle	8	staircase	-1	2	[0. 6. 4.]	2	1.0	114.0	0.3048437500000176	3.0	1.0
116	circle	8	staircase	1	3	[5. 6. 4.]	2	1.0	115.0	0.030000000000001137	0.0	0.0
117	circle	8	staircase	1	2	[5. 0. 2.]	0	1.0	116.0	0.3548437500000148	0.0	0.0
118	circle	8	staircase	-1	3	[0. 0. 3.]	0	1.0	117.0	0.030000000000001137	3.0	1.0
119	circle	4	staircase	-1	2	[0. 1. 1.]	1	1.0	118.0	0.45000000000001705	3.0	1.0
120	circle	8	[0.02, 0.1]	1	3	[5. 6. 6.]	2	1.0	119.0	0.02	3.0	1.0
